Node	Time
1065.44	GPU-0	SparseSoftmaxCrossEntropyWithLogits	|	(400x10000)(int32 400x1)->(400x1)(400x10000)	 
11.12	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
11.09	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
11.06	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
11.06	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
11.02	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
11.01	GPU-0	Mul	0.0 TFLOPS	(int32 1x1)(int32 1x1)->(int32 1x1)	 
11.0	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
11.0	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
10.99	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
10.99	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
10.96	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
10.93	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
10.92	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
10.91	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
10.86	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
10.86	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
10.73	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
10.7	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
9.93	GPU-0	SplitV	|	(20x4000)(1)(1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
9.33	CPU-0	VariableV2	|	(no input)->(10000x200)	 
8.38	GPU-0	Maximum	0.0 TFLOPS	(int32 2x1)(int32 1x1)->(int32 2x1)	 
8.34	GPU-0	Add	0.0 TFLOPS	(int32 1x1)(int32 1x1)->(int32 1x1)	 
8.03	GPU-0	ConcatV2	|	(1|2|3x1)(int32 1x1)(1)->(int32 2x1)	 
7.79	GPU-0	VariableV2	|	(no input)->(400x800)	 
7.79	GPU-0	AddN	0.0 TFLOPS	(800x1)(800x1)(800x1)(800x1)(800x1)(800x1)(800x1)(800x1)(800x1)(800x1)(800x1)(800x1)(800x1)(800x1)(800x1)(800x1)(800x1)(800x1)(800x1)(800x1)->(800x1)	 
7.64	GPU-0	AddN	0.0 TFLOPS	(800x1)(800x1)(800x1)(800x1)(800x1)(800x1)(800x1)(800x1)(800x1)(800x1)(800x1)(800x1)(800x1)(800x1)(800x1)(800x1)(800x1)(800x1)(800x1)(800x1)->(800x1)	 
7.13	GPU-0	Pack	|	(int32 1x1)(int32 1x1)->(int32 2x1)	 
7.0	GPU-0	MEMCPYDtoD	|	(Transfer)->(4 bytes)	 
6.34	GPU-0	NoOp	|	(no input)->(no output info)	 
5.82	GPU-0	L2Loss	0.0 TFLOPS	(400x200)->(1x1)	 
5.81	GPU-0	StridedSlice	|	(1|2|3x1)(int32 2x1)(int32 2x1)(1|2|3x1)->(int32 20x20)	 
5.65	GPU-0	L2Loss	0.0 TFLOPS	(10000x1)->(1x1)	 
5.26	GPU-0	StridedSliceGrad	|	(int32 3x1)(1|2|3x1)(int32 3x1)(1|2|3x1)(20x200)->(20x20x200)	 
5.22	GPU-0	StridedSliceGrad	|	(1|2|3x1)(1|2|3x1)(int32 3x1)(1|2|3x1)(20x200)->(20x20x200)	 
5.2	GPU-0	StridedSliceGrad	|	(1|2|3x1)(1|2|3x1)(int32 3x1)(1|2|3x1)(20x200)->(20x20x200)	 
5.17	GPU-0	StridedSliceGrad	|	(1|2|3x1)(1|2|3x1)(int32 3x1)(1|2|3x1)(20x200)->(20x20x200)	 
5.17	GPU-0	StridedSliceGrad	|	(1|2|3x1)(1|2|3x1)(int32 3x1)(1|2|3x1)(20x200)->(20x20x200)	 
5.15	GPU-0	StridedSliceGrad	|	(1|2|3x1)(1|2|3x1)(int32 3x1)(1|2|3x1)(20x200)->(20x20x200)	 
5.14	GPU-0	StridedSliceGrad	|	(1|2|3x1)(1|2|3x1)(int32 3x1)(1|2|3x1)(20x200)->(20x20x200)	 
5.13	GPU-0	StridedSliceGrad	|	(1|2|3x1)(1|2|3x1)(int32 3x1)(1|2|3x1)(20x200)->(20x20x200)	 
5.12	GPU-0	StridedSliceGrad	|	(1|2|3x1)(1|2|3x1)(int32 3x1)(1|2|3x1)(20x200)->(20x20x200)	 
5.12	CPU-0	Const	|	(no input)->(int32 1x1)	 
5.11	GPU-0	StridedSliceGrad	|	(1|2|3x1)(1|2|3x1)(int32 3x1)(1|2|3x1)(20x200)->(20x20x200)	 
5.11	GPU-0	StridedSliceGrad	|	(1|2|3x1)(1|2|3x1)(int32 3x1)(1|2|3x1)(20x200)->(20x20x200)	 
5.11	GPU-0	StridedSliceGrad	|	(1|2|3x1)(1|2|3x1)(int32 3x1)(1|2|3x1)(20x200)->(20x20x200)	 
5.08	GPU-0	StridedSliceGrad	|	(1|2|3x1)(1|2|3x1)(int32 3x1)(1|2|3x1)(20x200)->(20x20x200)	 
5.08	GPU-0	StridedSliceGrad	|	(1|2|3x1)(1|2|3x1)(int32 3x1)(1|2|3x1)(20x200)->(20x20x200)	 
5.08	GPU-0	StridedSliceGrad	|	(1|2|3x1)(1|2|3x1)(int32 3x1)(1|2|3x1)(20x200)->(20x20x200)	 
5.05	GPU-0	StridedSliceGrad	|	(1|2|3x1)(1|2|3x1)(int32 3x1)(1|2|3x1)(20x200)->(20x20x200)	 
5.05	GPU-0	StridedSliceGrad	|	(1|2|3x1)(1|2|3x1)(int32 3x1)(1|2|3x1)(20x200)->(20x20x200)	 
5.05	GPU-0	StridedSliceGrad	|	(1|2|3x1)(1|2|3x1)(int32 3x1)(1|2|3x1)(20x200)->(20x20x200)	 
5.05	GPU-0	StridedSliceGrad	|	(1|2|3x1)(1|2|3x1)(int32 3x1)(1|2|3x1)(20x200)->(20x20x200)	 
5.04	GPU-0	StridedSliceGrad	|	(1|2|3x1)(int32 3x1)(int32 3x1)(int32 3x1)(20x200)->(20x20x200)	 
4.95	GPU-0	Pack	|	(int32 2x1)(int32 1x1)->(int32 2x1)	 
4.85	GPU-0	DynamicStitch	|	(1)(1)(int32 2x1)(1)->(int32 2x1)	 
4.04	GPU-0	ExpandDims	|	(400x1)(int32 1x1)->(400x1)	 
3.96	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.94	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.93	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.9	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.9	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.87	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.86	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.85	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.84	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.83	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.82	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.82	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.81	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.8	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.78	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.75	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.74	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.72	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.71	GPU-0	Pack	|	(int32 2x1)(int32 1x1)->(int32 2x1)	 
3.69	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.69	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.69	GPU-0	StridedSlice	|	(1|2|3x1)(int32 2x1)(int32 2x1)(1|2|3x1)->(int32 20x20)	 
3.68	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.68	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.68	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.65	GPU-0	Reshape	|	(1|2|3x1)(int32 2x1)->(1x20)	 
3.65	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.65	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.64	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.64	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.64	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.63	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.63	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.62	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.62	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.62	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.62	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.6	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.6	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.6	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.6	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.6	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.6	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.6	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.59	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.59	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.59	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.59	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.58	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.58	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.58	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.58	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.58	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.58	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.57	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.57	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.56	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.55	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.55	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.55	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.54	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.54	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.53	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.52	GPU-0	BiasAddGrad	0.0 TFLOPS	(20x800)->(800x1)	 
3.51	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.51	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.5	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.5	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.5	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.49	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.47	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.47	GPU-0	FloorDiv	|	(int32 2x1)(int32 2x1)->(int32 2x1)	 
3.46	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.46	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.45	GPU-0	ApplyGradientDescent	|	(10000x1)(1x1)(10000x1)->(10000x1)	 
3.45	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.45	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.44	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.43	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.43	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.43	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.42	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.4	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.37	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.36	GPU-0	ConcatV2	|	(20x200)(20x200)(1)->(20x400)	 
3.35	GPU-0	Sum	0.0 TFLOPS	(20x20)(int32 1x1)->(20x1)	 
3.25	GPU-0	VariableV2	|	(no input)->(800x1)	 
3.22	GPU-0	Pack	|	(int32 2x1)(int32 1x1)->(int32 2x1)	 
3.13	GPU-0	Const	|	(no input)->(int32 1x1)	 
2.96	GPU-0	Mul	0.0 TFLOPS	(400x200)(1x1)->(400x200)	 
2.94	GPU-0	Identity	|	(no output info)->(1x1)	 
2.91	GPU-0	VariableV2	|	(no input)->(400x800)	 
2.82	GPU-0	Const	|	(no input)->(int64 1x1)	 
2.81	GPU-0	RealDiv	0.0 TFLOPS	(20x1)(1|2|3x1)->(20x1)	 
2.64	GPU-0	Add	0.0 TFLOPS	(1)(1|2|3x1)->(int32 1x1)	 
2.64	GPU-0	ApplyGradientDescent	|	(800x1)(1x1)(800x1)->(800x1)	 
2.62	GPU-0	L2Loss	0.0 TFLOPS	(800x1)->(1x1)	 
2.58	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.57	GPU-0	Slice	|	(20x400)(1)(1)->(20x200)	 
2.56	GPU-0	Mul	0.0 TFLOPS	(10000x1)(1x1)->(10000x1)	 
2.56	GPU-0	Sum	0.0 TFLOPS	(7x1)(1)->(1x1)	 
2.56	GPU-0	Sum	0.0 TFLOPS	(20x1)(1)->(1x1)	 
2.56	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.54	GPU-0	Slice	|	(20x400)(1)(1)->(20x200)	 
2.54	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.53	GPU-0	Slice	|	(20x400)(int32 2x1)(int32 2x1)->(20x200)	 
2.53	GPU-0	RealDiv	0.0 TFLOPS	(1x1)(1x1)->(1x1)	 
2.52	GPU-0	Slice	|	(20x400)(1)(1)->(20x200)	 
2.52	GPU-0	Slice	|	(20x400)(1)(1)->(20x200)	 
2.51	GPU-0	Slice	|	(20x400)(1)(1)->(20x200)	 
2.51	GPU-0	VariableV2	|	(no input)->(200x10000)	 
2.5	GPU-0	Slice	|	(20x400)(1)(1)->(20x200)	 
2.5	GPU-0	Slice	|	(20x400)(1)(1)->(20x200)	 
2.5	GPU-0	L2Loss	0.0 TFLOPS	(800x1)->(1x1)	 
2.49	GPU-0	Slice	|	(20x400)(1)(1)->(20x200)	 
2.49	GPU-0	Const	|	(no input)->(200x1)	 
2.48	GPU-0	Slice	|	(20x400)(1)(1)->(20x200)	 
2.48	GPU-0	Slice	|	(20x400)(1)(1)->(20x200)	 
2.46	GPU-0	Slice	|	(20x400)(1)(1)->(20x200)	 
2.46	GPU-0	Slice	|	(20x400)(1)(1)->(20x200)	 
2.45	GPU-0	Slice	|	(20x400)(1)(1)->(20x200)	 
2.44	GPU-0	Slice	|	(20x400)(1)(1)->(20x200)	 
2.44	GPU-0	ApplyGradientDescent	|	(800x1)(1x1)(800x1)->(800x1)	 
2.43	GPU-0	Slice	|	(20x400)(1)(1)->(20x200)	 
2.43	GPU-0	Reshape	|	(20x4000)(int32 2x1)->(400x200)	 
2.43	GPU-0	Sqrt	|	(1x1)->(1x1)	 
2.43	GPU-0	Slice	|	(20x400)(1)(1)->(20x200)	 
2.42	GPU-0	Slice	|	(20x400)(1)(1)->(20x200)	 
2.42	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.42	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.42	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.42	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.41	GPU-0	Slice	|	(20x400)(1)(1)->(20x200)	 
2.39	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.39	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.38	GPU-0	Slice	|	(20x400)(1)(1)->(20x200)	 
2.38	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.38	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.37	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.37	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.37	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.37	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.37	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.37	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.37	GPU-0	Slice	|	(20x400)(1)(1)->(20x200)	 
2.36	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.36	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.36	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.36	GPU-0	Mul	0.0 TFLOPS	(400x1)(400x10000)(400x10000)->(400x1)	 
2.36	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.35	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.35	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.35	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.35	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.34	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.34	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.34	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.33	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.33	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.33	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.32	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.32	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)->(20x200)	 
2.31	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.31	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.31	GPU-0	Mul	0.0 TFLOPS	(int32 1x1)(1|2|3x1)->(int32 1x1)	 
2.3	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.3	GPU-0	Minimum	0.0 TFLOPS	(1x1)(1x1)->(1x1)	 
2.29	GPU-0	Slice	|	(20x400)(1)(1)->(20x200)	 
2.29	GPU-0	StridedSlice	|	(20x20x200)(1|2|3x1)(int32 3x1)(1|2|3x1)->(20x200)	 
2.29	GPU-0	Reshape	|	(20x20)(1|2|3x1)->(400x1)	 
2.28	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.27	GPU-0	AddN	0.0 TFLOPS	(20x200)(20x200)->(20x200)	 
2.26	GPU-0	Reshape	|	(int32 20x20)(int32 1x1)->(int32 400x1)	 
2.25	GPU-0	Slice	|	(20x400)(1)(1)->(20x200)	 
2.24	GPU-0	VariableV2	|	(no input)->(800x1)	 
2.24	GPU-0	Slice	|	(20x400)(1)(1)->(20x200)	 
2.24	GPU-0	Slice	|	(20x400)(1)(1)->(20x200)	 
2.23	GPU-0	Slice	|	(20x400)(1)(1)->(20x200)	 
2.23	GPU-0	Tile	|	(1x20)(int32 2x1)->(20x20)	 
2.23	GPU-0	Mul	0.0 TFLOPS	(400x1)(400x10000)->(400x1)	 
2.22	GPU-0	Slice	|	(20x400)(1)(1)->(20x200)	 
2.21	GPU-0	Slice	|	(20x400)(int32 2x1)(1)->(20x200)	 
2.21	GPU-0	Slice	|	(20x400)(1)(1)->(20x200)	 
2.2	GPU-0	Slice	|	(20x400)(1)(1)->(20x200)	 
2.19	GPU-0	Slice	|	(20x400)(1)(1)->(20x200)	 
2.19	GPU-0	Slice	|	(20x400)(1)(1)->(20x200)	 
2.18	GPU-0	Slice	|	(20x400)(1)(1)->(20x200)	 
2.18	GPU-0	Slice	|	(20x400)(1)(1)->(20x200)	 
2.17	GPU-0	Slice	|	(20x400)(1)(1)->(20x200)	 
2.16	GPU-0	Reshape	|	(int32 20x20)(1|2|3x1)->(int32 400x1)	 
