Op rank by total time	Time of 1 call, microseconds	Number of calls in 1 run	Total time in 1 run	% of total time	Cumulative time, microseconds	% of total cumulative time	Op name	Device	Input/output tensor dimensions
58	     12.5	60	    750.3	      0.3	 244288.4	     90.1	All	GPU-0	((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)(1x1)->((type 10) 1x1)
59	     12.5	58	    722.2	      0.3	 245010.6	     90.4	LogicalOr	GPU-0	((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)(?)->((type 10) 128x1)
60	     11.7	60	    704.6	      0.3	 245715.2	     90.6	LogicalAnd	GPU-0	(1x1)(1x1)->((type 10) 1x1)
61	      1.7	415	    700.3	      0.3	 246415.5	     90.9	Const	GPU-0	(no input)->((int32) 1x1)
62	      1.6	443	    698.2	      0.3	 247113.7	     91.2	MEMCPYDtoH	GPU-0	(no input)->(no output)
63	      4.6	148	    684.2	      0.3	 247797.9	     91.4	f_acc	GPU-0	(1x1)->((type 20) 1x1)
64	      0.9	727	    672.5	      0.2	 248470.4	     91.7	NextIteration	GPU-0	(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)->(128x128)
65	     10.9	60	    653.7	      0.2	 249124.1	     91.9	TensorArrayGradV3	GPU-0	(2x1)(1x1)->((type 20) 1x1)
66	     21.8	29	    630.8	      0.2	 249754.9	     92.1	div	GPU-0	(?x128)(1x1)->(128x128)
67	      2.4	232	    567.0	      0.2	 250321.9	     92.3	Shape	GPU-0	(?x128)->((int32) 2x1)
68	      2.6	210	    544.0	      0.2	 250865.9	     92.5	Merge	GPU-0	(1x1)(1x1)->((int32) 1x1)
69	      9.0	60	    537.4	      0.2	 251403.3	     92.7	LogicalNot	GPU-0	(1x1)->((type 10) 1x1)
70	    520.1	1	    520.1	      0.2	 251923.4	     92.9	TensorArrayGatherV3	CPU-0	(2x1)((int32) 29x1)(1x1)->(29x128x128)
71	      3.0	174	    519.8	      0.2	 252443.2	     93.1	ShapeN	GPU-0	(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)->((int32) 2x1)
72	      2.8	180	    510.3	      0.2	 252953.5	     93.3	b_acc	GPU-0	(256x512)(256x512)->(256x512)
73	      1.4	349	    505.3	      0.2	 253458.8	     93.5	Sum	GPU-0	(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)((int32) 1x1)((int32) 2x1)((int32) 1x1)((int32) 2x1)((int32) 1x1)((int32) 2x1)((int32) 1x1)((int32) 2x1)((int32) 1x1)((int32) 2x1)((int32) 1x1)((int32) 2x1)((int32) 1x1)((int32) 2x1)((int32) 1x1)((int32) 2x1)((int32) 1x1)((int32) 2x1)((int32) 1x1)((int32) 2x1)((int32) 1x1)((int32) 2x1)((int32) 1x1)((int32) 2x1)((int32) 1x1)((int32) 2x1)((int32) 1x1)((int32) 2x1)((int32) 1x1)((int32) 2x1)((int32) 1x1)((int32) 2x1)((int32) 1x1)((int32) 2x1)((int32) 1x1)((int32) 2x1)((int32) 1x1)((int32) 2x1)((int32) 1x1)((int32) 2x1)((int32) 1x1)((int32) 2x1)((int32) 1x1)((int32) 2x1)((int32) 1x1)((int32) 2x1)((int32) 1x1)((int32) 2x1)((int32) 1x1)((int32) 2x1)((int32) 1x1)((int32) 2x1)((int32) 1x1)((int32) 2x1)((int32) 1x1)((int32) 2x1)((int32) 1x1)((int32) 2x1)->(128x128)
74	      2.9	174	    496.0	      0.2	 253954.8	     93.7	ConcatOffset	GPU-0	(1x1)(2x1)(2x1)->((int32) 2x1)
75	      1.9	240	    463.3	      0.2	 254418.1	     93.9	Merge	GPU-0	(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)->(128x128)
76	     12.8	36	    461.2	      0.2	 254879.3	     94.0	L2Loss	GPU-0	(256x512)->(1x1)
77	      2.5	174	    442.6	      0.2	 255321.9	     94.2	Shape	GPU-0	(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)->((int32) 2x1)
78	     13.3	30	    398.5	      0.1	 255720.4	     94.3	TensorArrayScatterV3	GPU-0	(2x1)((int32) 29x1)(29x128x128)(1x1)->(1x1)
79	      2.1	174	    371.8	      0.1	 256092.2	     94.5	StackPushV2	GPU-0	(2x1)(128x256)(128x256)(128x256)(128x256)(128x256)(128x256)(128x256)(128x256)(128x256)(128x256)(128x256)(128x256)(128x256)(128x256)(128x256)(128x256)(128x256)(128x256)(128x256)(128x256)(128x256)(128x256)(128x256)(128x256)(128x256)(128x256)(128x256)(128x256)(128x256)->(128x256)
80	     11.5	31	    357.3	      0.1	 256449.5	     94.6	TensorArrayGradV3	CPU-0	(2x1)(1x1)->((type 20) 1x1)
81	      1.1	300	    342.3	      0.1	 256791.8	     94.7	Enter	GPU-0	(2x1)->((type 20) 1x1)
82	      1.8	180	    326.9	      0.1	 257118.7	     94.9	b_acc	GPU-0	(512x1)(512x1)->(512x1)
83	      2.2	150	    325.2	      0.1	 257443.9	     95.0	Merge	GPU-0	(?x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)->(128x128)
84	     10.4	30	    310.9	      0.1	 257754.8	     95.1	TensorArrayScatterV3	GPU-0	(2x1)((int32) 29x1)(?x?x128)(1x1)->(1x1)
85	      5.3	58	    307.9	      0.1	 258062.7	     95.2	TensorArrayWriteV3	GPU-0	(2x1)(1x1)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(1x1)->(1x1)
86	      1.7	174	    297.5	      0.1	 258360.2	     95.3	StackPopV2	GPU-0	(2x1)->(128x256)
87	    293.5	1	    293.5	      0.1	 258653.7	     95.4	ScatterSub	CPU-0	(17191x128)((int32) 3712x1)(3712x128)->(17191x128)
88	     95.0	3	    284.9	      0.1	 258938.6	     95.5	TensorArrayGatherV3	GPU-0	(2x1)((int32) 29x1)(1x1)->(29x128x128)
89	      4.8	58	    277.2	      0.1	 259215.8	     95.6	TensorArrayReadV3	GPU-0	(2x1)(1x1)(1x1)->(128x128)
90	    132.2	2	    264.5	      0.1	 259480.3	     95.7	stack	GPU-0	(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)->(15x1)
91	      4.5	58	    260.2	      0.1	 259740.5	     95.8	GreaterEqual	GPU-0	(1x1)((int32) 128x1)->((type 10) 128x1)
92	      0.7	349	    259.8	      0.1	 260000.3	     95.9	Shape	GPU-0	(no input)->((int32) 1x1)
93	      1.2	203	    246.8	      0.1	 260247.1	     96.0	NextIteration	GPU-0	(1x1)->((int32) 1x1)
94	      2.6	89	    232.0	      0.1	 260479.1	     96.1	add	GPU-0	(1x1)(1x1)->((int32) 1x1)
95	      1.3	174	    218.6	      0.1	 260697.7	     96.2	NextIteration	GPU-0	(256x512)->(256x512)
96	      1.2	174	    215.8	      0.1	 260913.5	     96.3	mul	GPU-0	(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(1x1)->(128x128)
97	      2.4	90	    214.8	      0.1	 261128.3	     96.3	y	CPU-0	(no input)->(1x1)
98	      1.2	181	    214.8	      0.1	 261343.1	     96.4	Switch	GPU-0	(1x1)(1x1)->(1x1)
99	    212.2	1	    212.2	      0.1	 261555.3	     96.5	embedding_lookup	CPU-0	(17191x128)((int32) 29x128)(1x1)->(29x128x128)
100	     34.4	6	    206.1	      0.1	 261761.4	     96.6	L2Loss	GPU-0	(128x17191)->(1x1)
101	      3.4	60	    204.0	      0.1	 261965.4	     96.6	GreaterEqual	GPU-0	(1x1)(1x1)->((type 10) 1x1)
102	      1.0	210	    203.4	      0.1	 262168.8	     96.7	Switch	GPU-0	(1x1)(1x1)->((int32) 1x1)
103	      8.2	24	    197.9	      0.1	 262366.7	     96.8	L2Loss	GPU-0	(512x1)->(1x1)
104	     92.3	2	    184.7	      0.1	 262551.4	     96.9	ApplyGradientDescent	GPU-0	(128x17191)(1x1)(128x17191)->(128x17191)
105	      1.0	180	    181.7	      0.1	 262733.1	     96.9	Switch	GPU-0	(256x512)(1x1)->(256x512)
106	    181.5	1	    181.5	      0.1	 262914.6	     97.0	mul	CPU-0	(3712x128)(1x1)->(3712x128)
107	      1.0	174	    181.3	      0.1	 263095.9	     97.1	random_uniform	GPU-0	(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(1x1)->(128x128)
108	      1.0	174	    179.3	      0.1	 263275.2	     97.1	NextIteration	GPU-0	(512x1)->(512x1)
109	      2.8	62	    174.6	      0.1	 263449.8	     97.2	Less	GPU-0	(1x1)(1x1)->((type 10) 1x1)
110	    166.7	1	    166.7	      0.1	 263616.5	     97.2	Less	GPU-0	((int32) 29x1)(?x1)->((type 10) 128x29)
111	      1.7	89	    155.7	      0.1	 263772.2	     97.3	Const	GPU-0	(no input)->(1x1)
112	      0.9	180	    155.4	      0.1	 263927.6	     97.4	Switch	GPU-0	(512x1)(1x1)->(512x1)
113	     12.9	12	    154.8	      0.1	 264082.4	     97.4	ApplyGradientDescent	GPU-0	(256x512)(1x1)(256x512)->(256x512)
114	      2.6	60	    153.2	      0.1	 264235.6	     97.5	b_acc	GPU-0	(1x1)(1x1)->(1x1)
115	     11.9	12	    142.3	      0.1	 264377.9	     97.5	mul	GPU-0	(256x512)(1x1)->(256x512)
116	      4.8	29	    140.6	      0.1	 264518.5	     97.6	TensorArrayReadV3	CPU-0	(2x1)(1x1)(1x1)->(128x128)
117	      2.4	58	    139.7	      0.1	 264658.2	     97.6	Add	GPU-0	(1x1)(1x1)->((int32) 1x1)
118	      8.7	16	    139.1	      0.1	 264797.3	     97.7	zeros_like	GPU-0	(128x128)->(128x128)
119	      1.5	90	    136.8	      0.1	 264934.1	     97.7	GreaterEqual	GPU-0	(no input)->(1x1)
120	      1.5	91	    132.6	      0.0	 265066.7	     97.8	b_sync	GPU-0	(no input)->(1x1)
121	     66.0	2	    132.0	      0.0	 265198.7	     97.8	mul	GPU-0	(128x17191)(1x1)->(128x17191)
122	      4.6	28	    129.7	      0.0	 265328.4	     97.9	TensorArrayWriteV3	CPU-0	(2x1)(1x1)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(1x1)->(1x1)
123	    126.3	1	    126.3	      0.0	 265454.7	     97.9	L2Loss	CPU-0	(?x128)->(1x1)
124	     61.7	2	    123.4	      0.0	 265578.1	     98.0	TensorArray	GPU-0	(1x1)->((type 20) 1x1)
125	      2.0	58	    117.7	      0.0	 265695.8	     98.0	StackPushV2	GPU-0	(2x1)(1x1)->((int32) 1x1)
126	    115.9	1	    115.9	      0.0	 265811.7	     98.1	mul	CPU-0	(?x128)(1x1)->(3712x128)
127	      2.0	58	    114.8	      0.0	 265926.5	     98.1	StackPopV2	GPU-0	(2x1)->((int32) 1x1)
128	      3.9	29	    111.9	      0.0	 266038.4	     98.1	Merge	GPU-0	(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(?x128)->(128x128)
129	      1.9	58	    111.3	      0.0	 266149.7	     98.2	Sub	GPU-0	(1x1)(1x1)->((int32) 1x1)
130	      9.3	12	    111.1	      0.0	 266260.8	     98.2	mul	GPU-0	(512x1)(1x1)->(512x1)
131	      1.9	58	    107.7	      0.0	 266368.5	     98.3	div_recip	GPU-0	(no input)->(1x1)
132	      3.6	29	    105.4	      0.0	 266473.9	     98.3	add	CPU-0	(1x1)(1x1)->((int32) 1x1)
133	      1.1	91	    103.7	      0.0	 266577.6	     98.3	Switch	CPU-0	(no input)->(1x1)
134	      0.9	116	    103.0	      0.0	 266680.6	     98.4	NextIteration	GPU-0	(1x1)->(1x1)
135	      8.6	12	    103.0	      0.0	 266783.6	     98.4	ApplyGradientDescent	GPU-0	(512x1)(1x1)(512x1)->(512x1)
136	      1.7	58	     96.2	      0.0	 266879.8	     98.5	RealDiv_recip	GPU-0	(no input)->(1x1)
137	      3.3	29	     96.1	      0.0	 266975.9	     98.5	cond_grad	GPU-0	(1x1)(1x1)->(1x1)
138	      0.8	117	     94.8	      0.0	 267070.7	     98.5	Switch	CPU-0	(2x1)(1x1)->((type 20) 1x1)
139	      3.0	30	     90.9	      0.0	 267161.6	     98.6	Merge	GPU-0	((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)->((type 10) 128x1)
140	     87.3	1	     87.3	      0.0	 267248.9	     98.6	L2Loss	CPU-0	(3712x128)->(1x1)
141	      1.5	60	     87.2	      0.0	 267336.1	     98.6	LoopCond	GPU-0	(1x1)->((type 10) 1x1)
142	     14.4	6	     86.4	      0.0	 267422.5	     98.7	transpose	GPU-0	((int32) 128x29)((int32) 128x29)((int32) 128x29)((int32) 128x1)((int32) 128x1)(2x1)->((int32) 29x128)
143	      1.5	58	     85.9	      0.0	 267508.4	     98.7	keep_prob	GPU-0	(no input)->(1x1)
144	      3.0	28	     84.1	      0.0	 267592.5	     98.7	Shape	CPU-0	(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)->((int32) 2x1)
145	     42.0	2	     84.0	      0.0	 267676.5	     98.7	Const	CPU-0	(no input)->((int32) 1x1)
146	      3.0	28	     83.8	      0.0	 267760.3	     98.8	StackPushV2	CPU-0	(2x1)(1x1)->((int32) 1x1)
147	     39.9	2	     79.8	      0.0	 267840.1	     98.8	ScatterSub	GPU-0	(7709x128)((int32) 3712x1)(3712x128)->(7709x128)
148	      2.7	29	     79.2	      0.0	 267919.3	     98.8	Mul	GPU-0	(?x128)(1x1)->(128x128)
149	      1.3	56	     75.3	      0.0	 267994.6	     98.9	StackPopV2	GPU-0	(no input)->(1x1)
150	     37.4	2	     74.7	      0.0	 268069.3	     98.9	ToFloat	GPU-0	(1x1)->(1x1)
151	      1.3	56	     73.2	      0.0	 268142.5	     98.9	StackPopV2	CPU-0	(no input)->(1x1)
152	      1.1	59	     66.7	      0.0	 268209.2	     98.9	y	GPU-0	(no input)->((int32) 1x1)
153	      1.1	63	     66.2	      0.0	 268275.4	     99.0	MEMCPYDtoD	GPU-0	(no input)->(no output)
154	      2.2	30	     65.8	      0.0	 268341.2	     99.0	b_switch	GPU-0	(1x1)(1x1)->(1x1)
155	      2.3	28	     63.7	      0.0	 268404.9	     99.0	StackPopV2	CPU-0	(2x1)->((int32) 1x1)
156	      2.2	28	     62.8	      0.0	 268467.7	     99.0	StackPopV2	CPU-0	(2x1)->((int32) 2x1)
157	     20.6	3	     61.8	      0.0	 268529.5	     99.1	L2Loss	GPU-0	(?x128)->(1x1)
158	      2.0	29	     59.3	      0.0	 268588.8	     99.1	StackPushV2	GPU-0	(2x1)(1x1)->((type 10) 1x1)
159	      2.0	29	     58.6	      0.0	 268647.4	     99.1	Sub	GPU-0	(no input)->(1x1)
160	      1.0	58	     55.6	      0.0	 268703.0	     99.1	Identity	GPU-0	(1x1)->((int32) 1x1)
161	      1.9	29	     54.9	      0.0	 268757.9	     99.1	StackPopV2	GPU-0	(2x1)->((type 10) 1x1)
162	      0.9	60	     53.3	      0.0	 268811.2	     99.2	b_count	GPU-0	(1x1)->((type 10) 1x1)
163	     17.7	3	     53.2	      0.0	 268864.4	     99.2	L2Loss	GPU-0	(3712x128)->(1x1)
164	      0.8	60	     50.6	      0.0	 268915.0	     99.2	b_sync	GPU-0	(no input)->(no output)
165	      1.6	32	     50.1	      0.0	 268965.1	     99.2	Merge	GPU-0	(1x1)(1x1)->(1x1)
166	      1.7	29	     49.3	      0.0	 269014.4	     99.2	StackPopV2	GPU-0	(2x1)->((type 10) 128x1)
167	      1.6	30	     49.3	      0.0	 269063.7	     99.3	f_sync	GPU-0	(no input)->(1x1)
168	      1.7	29	     49.0	      0.0	 269112.7	     99.3	StackPushV2	GPU-0	(2x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)->((type 10) 128x1)
169	      1.7	29	     48.9	      0.0	 269161.6	     99.3	Add	GPU-0	(no input)->(1x1)
170	      1.7	29	     48.0	      0.0	 269209.6	     99.3	y	CPU-0	(no input)->((int32) 1x1)
171	     11.5	4	     46.1	      0.0	 269255.7	     99.3	Sum	GPU-0	(15x1)(1x1)->(1x1)
172	      7.6	6	     45.9	      0.0	 269301.6	     99.3	mul	GPU-0	(1x1)(1x1)->(1x1)
173	     22.9	2	     45.8	      0.0	 269347.4	     99.4	mul	GPU-0	(?x128)(1x1)->(3712x128)
174	      0.8	58	     44.1	      0.0	 269391.5	     99.4	mod	GPU-0	(1x1)(1x1)->((int32) 1x1)
175	      1.4	30	     43.2	      0.0	 269434.7	     99.4	f_sync	CPU-0	(no input)->(1x1)
176	      1.4	29	     41.7	      0.0	 269476.4	     99.4	Identity	GPU-0	(no input)->(1x1)
177	      1.4	29	     41.6	      0.0	 269518.0	     99.4	NextIteration	GPU-0	((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)((type 10) 128x1)->((type 10) 128x1)
178	     20.2	2	     40.4	      0.0	 269558.4	     99.4	All	GPU-0	((type 10) 128x1)(1x1)->((type 10) 1x1)
179	      1.4	28	     39.4	      0.0	 269597.8	     99.5	StackPushV2	CPU-0	(2x1)(2x1)->((int32) 2x1)
180	     12.7	3	     38.1	      0.0	 269635.9	     99.5	truediv	GPU-0	(1x1)(1x1)->(1x1)
181	     18.9	2	     37.7	      0.0	 269673.6	     99.5	All	GPU-0	(2x1)(1x1)->((type 10) 1x1)
182	     37.3	1	     37.3	      0.0	 269710.9	     99.5	GatherV2	GPU-0	(7709x128)((int32) 29x128)(1x1)->(29x128x128)
183	     37.1	1	     37.1	      0.0	 269748.0	     99.5	TensorArray	CPU-0	(1x1)->((type 20) 1x1)
184	      1.2	30	     35.5	      0.0	 269783.5	     99.5	Switch	GPU-0	((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)((type 10) 128x1)((int32) 1x1)(1x1)->((type 10) 128x1)
185	      1.2	29	     34.1	      0.0	 269817.6	     99.5	cond_grad	GPU-0	(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(1x1)->(128x128)
186	     16.9	2	     33.8	      0.0	 269851.4	     99.5	Prod	GPU-0	((int32) 2x1)(1x1)->((int32) 1x1)
187	      1.1	29	     33.1	      0.0	 269884.5	     99.6	NextIteration	GPU-0	(128x128)((int32) 1x1)(128x128)((int32) 1x1)(128x128)((int32) 1x1)(128x128)((int32) 1x1)(128x128)((int32) 1x1)(128x128)((int32) 1x1)(128x128)((int32) 1x1)(128x128)((int32) 1x1)(128x128)((int32) 1x1)(128x128)((int32) 1x1)(128x128)((int32) 1x1)(128x128)((int32) 1x1)(128x128)((int32) 1x1)(128x128)((int32) 1x1)(128x128)((int32) 1x1)(128x128)((int32) 1x1)(128x128)((int32) 1x1)(128x128)((int32) 1x1)(128x128)((int32) 1x1)(128x128)((int32) 1x1)(128x128)((int32) 1x1)(128x128)((int32) 1x1)(128x128)((int32) 1x1)(128x128)((int32) 1x1)(128x128)((int32) 1x1)(128x128)((int32) 1x1)(128x128)((int32) 1x1)(128x128)((int32) 1x1)(128x128)((int32) 1x1)->(128x128)
188	     15.8	2	     31.7	      0.0	 269916.2	     99.6	mul	GPU-0	(3712x128)(1x1)->(3712x128)
189	     15.6	2	     31.2	      0.0	 269947.4	     99.6	global_norm	GPU-0	(1x1)->(1x1)
190	     14.7	2	     29.4	      0.0	 269976.8	     99.6	RealDiv	GPU-0	(1x1)(1x1)->(1x1)
191	     13.6	2	     27.2	      0.0	 270004.0	     99.6	Cast	GPU-0	((type 10) 128x29)->(128x29)
192	      0.9	30	     27.1	      0.0	 270031.1	     99.6	Switch	CPU-0	(1x1)(1x1)->((int32) 1x1)
