Op rank by total time	Time of 1 call, microseconds	Number of calls in 1 run	Total time in 1 run	% of total time	Cumulative time, microseconds	% of total cumulative time	(FL)OPs in RegisterStatistics	GFLOP/S achieved	Op name	Device	Input/output tensors
168	     2.00	     2.00	     4.00	     0.01	 48306.02	    99.77	     0.00	     0.00	Const	GPU-0	(no input)->(1x7x128x128)
169	     1.84	     2.00	     3.68	     0.01	 48309.70	    99.78	     0.00	     0.00	Const	GPU-0	(no input)->(1x1x192x64)
170	     1.83	     2.00	     3.67	     0.01	 48313.37	    99.79	     0.00	     0.00	Const	GPU-0	(no input)->(1x1x768x128)
171	     1.83	     2.00	     3.66	     0.01	 48317.03	    99.80	     0.00	     0.00	Identity	GPU-0	(1x8x8x448)->(1x8x8x448)
172	     1.78	     2.00	     3.56	     0.01	 48320.59	    99.80	     0.00	     0.00	Const	GPU-0	(no input)->(7x1x160x192)
173	     1.67	     2.00	     3.33	     0.01	 48323.92	    99.81	     0.00	     0.00	Const	GPU-0	(no input)->(1x7x160x192)
174	     3.19	     1.00	     3.19	     0.01	 48327.11	    99.82	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(30000 bytes)
175	     2.97	     1.00	     2.97	     0.01	 48330.08	    99.82	     0.00	     0.00	Relu	GPU-0	(1x35x35x32)->(1x35x35x32)
176	     1.47	     2.00	     2.94	     0.01	 48333.02	    99.83	     0.00	     0.00	Const	GPU-0	(no input)->(3x3x448x384)
177	     2.86	     1.00	     2.86	     0.01	 48335.88	    99.83	     0.00	     0.00	Identity	GPU-0	(1x149x149x32)->(1x149x149x32)
178	     1.40	     2.00	     2.79	     0.01	 48338.67	    99.84	     0.00	     0.00	Const	GPU-0	(no input)->(1x1)
179	     2.75	     1.00	     2.75	     0.01	 48341.42	    99.85	     0.00	     0.00	Identity	GPU-0	(1x73x73x80)->(1x73x73x80)
180	     2.71	     1.00	     2.71	     0.01	 48344.13	    99.85	     0.00	     0.00	Identity	GPU-0	(1x35x35x32)->(1x35x35x32)
181	     2.59	     1.00	     2.59	     0.01	 48346.72	    99.86	     0.00	     0.00	_Arg	CPU-0	(no input)->(string 1x1)
182	     2.49	     1.00	     2.49	     0.01	 48349.21	    99.86	     0.00	     0.00	Const	GPU-0	(no input)->(1x7x128x192)
183	     2.44	     1.00	     2.44	     0.01	 48351.65	    99.87	     0.00	     0.00	Identity	GPU-0	(1x147x147x32)->(1x147x147x32)
184	     2.25	     1.00	     2.25	     0.00	 48353.90	    99.87	     0.00	     0.00	Identity	GPU-0	(1x17x17x768)->(1x17x17x768)
185	     2.22	     1.00	     2.22	     0.00	 48356.12	    99.88	     0.00	     0.00	Const	GPU-0	(no input)->(1x1x64x80)
186	     2.19	     1.00	     2.19	     0.00	 48358.31	    99.88	     0.00	     0.00	Reshape	GPU-0	(1x1x1x2048)(int32 2x1)->(1x2048)
187	     2.15	     1.00	     2.15	     0.00	 48360.46	    99.88	     0.00	     0.00	Const	GPU-0	(no input)->(3x3x3x32)
188	     2.14	     1.00	     2.14	     0.00	 48362.60	    99.89	     0.00	     0.00	Const	GPU-0	(no input)->(3x3x32x64)
189	     2.10	     1.00	     2.10	     0.00	 48364.70	    99.89	     0.00	     0.00	Identity	GPU-0	(1x17x17x96)->(1x17x17x96)
190	     2.04	     1.00	     2.04	     0.00	 48366.74	    99.90	  1008.00	     0.49	BiasAdd	GPU-0	(1x1008)(1008x1)->(1x1008)
191	     2.02	     1.00	     2.02	     0.00	 48368.76	    99.90	     0.00	     0.00	Identity	GPU-0	(1x8x8x2048)->(1x8x8x2048)
192	     1.97	     1.00	     1.97	     0.00	 48370.73	    99.91	     0.00	     0.00	Relu	GPU-0	(1x17x17x96)->(1x17x17x96)
193	     1.92	     1.00	     1.92	     0.00	 48372.65	    99.91	     0.00	     0.00	Const	GPU-0	(no input)->(1x1x1280x384)
194	     1.91	     1.00	     1.91	     0.00	 48374.56	    99.91	     0.00	     0.00	Const	GPU-0	(no input)->(1x1x192x48)
195	     1.90	     1.00	     1.90	     0.00	 48376.46	    99.92	     0.00	     0.00	Identity	GPU-0	(1x35x35x288)->(1x35x35x288)
196	     1.90	     1.00	     1.90	     0.00	 48378.36	    99.92	     0.00	     0.00	Cast	GPU-0	(uint8 100x100x3)->(100x100x3)
197	     0.94	     2.00	     1.89	     0.00	 48380.25	    99.93	     0.00	     0.00	Const	GPU-0	(no input)->(int32 2x1)
198	     1.87	     1.00	     1.87	     0.00	 48382.12	    99.93	     0.00	     0.00	Const	GPU-0	(no input)->(7x1x128x192)
199	     1.82	     1.00	     1.82	     0.00	 48383.94	    99.93	     0.00	     0.00	Const	GPU-0	(no input)->(1x1x2048x448)
200	     1.81	     1.00	     1.81	     0.00	 48385.75	    99.94	     0.00	     0.00	Const	GPU-0	(no input)->(1x1x2048x384)
201	     1.78	     1.00	     1.78	     0.00	 48387.53	    99.94	     0.00	     0.00	Const	GPU-0	(no input)->(1x1x288x48)
202	     1.77	     1.00	     1.77	     0.00	 48389.30	    99.94	     0.00	     0.00	Const	GPU-0	(no input)->(3x3x32x32)
203	     1.76	     1.00	     1.76	     0.00	 48391.06	    99.95	     0.00	     0.00	Const	GPU-0	(no input)->(1x1x1280x320)
204	     1.75	     1.00	     1.75	     0.00	 48392.81	    99.95	     0.00	     0.00	Identity	GPU-0	(1x17x17x384)->(1x17x17x384)
205	     1.73	     1.00	     1.73	     0.00	 48394.54	    99.96	     0.00	     0.00	Const	GPU-0	(no input)->(3x3x80x192)
206	     1.70	     1.00	     1.70	     0.00	 48396.24	    99.96	     0.00	     0.00	Const	GPU-0	(no input)->(1x1x1280x448)
207	     1.67	     1.00	     1.67	     0.00	 48397.91	    99.96	     0.00	     0.00	Const	GPU-0	(no input)->(3x3x192x320)
208	     1.65	     1.00	     1.65	     0.00	 48399.56	    99.97	     0.00	     0.00	Const	GPU-0	(no input)->(1x1x192x32)
209	     0.82	     2.00	     1.64	     0.00	 48401.20	    99.97	     0.00	     0.00	Const	GPU-0	(no input)->(int32 1x1)
210	     1.62	     1.00	     1.62	     0.00	 48402.82	    99.97	     0.00	     0.00	Const	GPU-0	(no input)->(3x3x192x192)
211	     1.54	     1.00	     1.54	     0.00	 48404.36	    99.98	     0.00	     0.00	Const	GPU-0	(no input)->(1x1x2048x192)
212	     1.48	     1.00	     1.48	     0.00	 48405.84	    99.98	     0.00	     0.00	Const	GPU-0	(no input)->(1x1x256x48)
213	     1.43	     1.00	     1.43	     0.00	 48407.27	    99.98	     0.00	     0.00	Const	GPU-0	(no input)->(1008x1)
214	     1.40	     1.00	     1.40	     0.00	 48408.67	    99.98	     0.00	     0.00	Const	GPU-0	(no input)->(1x1x1280x192)
215	     1.35	     1.00	     1.35	     0.00	 48410.02	    99.99	     0.00	     0.00	Const	GPU-0	(no input)->(1x1x2048x320)
216	     1.35	     1.00	     1.35	     0.00	 48411.37	    99.99	     0.00	     0.00	_Retval	CPU-0	(1x1008)->(no output info)
217	     1.32	     1.00	     1.32	     0.00	 48412.69	    99.99	     0.00	     0.00	Const	GPU-0	(no input)->(2048x1008)
218	     1.30	     1.00	     1.30	     0.00	 48413.99	   100.00	     0.00	     0.00	NoOp	CPU-0	(no input)->(no output info)
219	     1.28	     1.00	     1.28	     0.00	 48415.27	   100.00	     0.00	     0.00	Const	GPU-0	(no input)->(3x3x288x384)
220	     1.00	     1.00	     1.00	     0.00	 48416.27	   100.00	     0.00	     0.00	MEMCPYDtoH	GPU-0	(Transfer)->(4032 bytes)
