Cast	/job:localhost/replica:0/task:0/device:GPU:0	1	58	61	['(100x100x3)']	[GPU_0_bfc 0.1MB 0.1MB] Cast = Cast(DecodeJpeg/_1)
mixed/conv/conv2d_params	/job:localhost/replica:0/task:0/device:GPU:0	0	1	2	['(1x1x192x64)']	mixed/conv/conv2d_params = Const()
mixed/conv:Relu	/device:GPU:0/stream:13	0	4	4	['(no output)']	
mixed/conv:Relu	/device:GPU:0/stream:all	0	4	4	['(no output)']	
mixed/join	/job:localhost/replica:0/task:0/device:GPU:0	0	30	34	['(1x35x35x256)']	[GPU_0_bfc 1.2MB 1.2MB] mixed/join = Concat(mixed/join/concat_dim, mixed/conv, mixed/tower/conv_1, mixed/tower_1/conv_2, mixed/tower_2/conv)
mixed/join/concat_dim	/job:localhost/replica:0/task:0/device:GPU:0	0	1	15	['(int32 1x1)']	mixed/join/concat_dim = Const()
mixed/join:Concat	/device:GPU:0/stream:13	0	3	3	['(no output)']	
mixed/join:Concat	/device:GPU:0/stream:13	0	5	5	['(no output)']	
mixed/join:Concat	/device:GPU:0/stream:13	0	5	5	['(no output)']	
mixed/join:Concat	/device:GPU:0/stream:13	0	7	7	['(no output)']	
mixed/join:Concat	/device:GPU:0/stream:all	0	3	3	['(no output)']	
mixed/join:Concat	/device:GPU:0/stream:all	0	5	5	['(no output)']	
mixed/join:Concat	/device:GPU:0/stream:all	0	5	5	['(no output)']	
mixed/join:Concat	/device:GPU:0/stream:all	0	7	7	['(no output)']	
mixed/tower/conv	/job:localhost/replica:0/task:0/device:GPU:0	0	24	27	['(1x35x35x48)']	mixed/tower/conv = Relu(mixed/tower/conv/control_dependency)
mixed/tower/conv/CheckNumerics	/job:localhost/replica:0/task:0/device:GPU:0	3	447	467	['(1x35x35x48)']	mixed/tower/conv/CheckNumerics = CheckNumerics(mixed/tower/conv/batchnorm)
mixed/tower/conv/Conv2D	/job:localhost/replica:0/task:0/device:GPU:0	1	12	13	['(1x35x35x48)']	[GPU_0_bfc 0.2MB 0.2MB] mixed/tower/conv/Conv2D = Conv2D(pool_1, mixed/tower/conv/conv2d_params)
mixed/tower/conv/Conv2D:Conv2D	/device:GPU:0/stream:13	0	12	12	['(no output)']	
mixed/tower/conv/Conv2D:Conv2D	/device:GPU:0/stream:all	0	12	12	['(no output)']	
mixed/tower/conv/batchnorm	/job:localhost/replica:0/task:0/device:GPU:0	1	46	50	['(1x35x35x48)']	[GPU_0_bfc 0.2MB 0.2MB] mixed/tower/conv/batchnorm = BatchNormWithGlobalNormalization(mixed/tower/conv/Conv2D, mixed/tower/conv/batchnorm/moving_mean, mixed/tower/conv/batchnorm/moving_variance, mixed/tower/conv/batchnorm/beta, mixed/tower/conv/batchnorm/gamma)
mixed/tower/conv/batchnorm/beta	/job:localhost/replica:0/task:0/device:GPU:0	0	1	2	['(48x1)']	mixed/tower/conv/batchnorm/beta = Const()
mixed/tower/conv/batchnorm/gamma	/job:localhost/replica:0/task:0/device:GPU:0	0	1	2	['(48x1)']	mixed/tower/conv/batchnorm/gamma = Const()
mixed/tower/conv/batchnorm/moving_mean	/job:localhost/replica:0/task:0/device:GPU:0	1	2	2	['(48x1)']	mixed/tower/conv/batchnorm/moving_mean = Const()
mixed/tower/conv/batchnorm/moving_variance	/job:localhost/replica:0/task:0/device:GPU:0	0	1	2	['(48x1)']	mixed/tower/conv/batchnorm/moving_variance = Const()
mixed/tower/conv/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:13	0	1	1	['(no output)']	
mixed/tower/conv/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:13	0	8	8	['(no output)']	
mixed/tower/conv/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:all	0	1	1	['(no output)']	
mixed/tower/conv/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:all	0	8	8	['(no output)']	
mixed/tower/conv/control_dependency	/job:localhost/replica:0/task:0/device:GPU:0	1	4	9	['(1x35x35x48)']	mixed/tower/conv/control_dependency = Identity(mixed/tower/conv/batchnorm, ^mixed/tower/conv/CheckNumerics)
mixed/tower/conv/conv2d_params	/job:localhost/replica:0/task:0/device:GPU:0	0	2	3	['(1x1x192x48)']	mixed/tower/conv/conv2d_params = Const()
mixed/tower/conv:Relu	/device:GPU:0/stream:13	0	4	4	['(no output)']	
mixed/tower/conv:Relu	/device:GPU:0/stream:all	0	4	4	['(no output)']	
mixed/tower/conv_1	/job:localhost/replica:0/task:0/device:GPU:0	0	27	29	['(1x35x35x64)']	mixed/tower/conv_1 = Relu(mixed/tower/conv_1/control_dependency)
mixed/tower/conv_1/CheckNumerics	/job:localhost/replica:0/task:0/device:GPU:0	2	287	288	['(1x35x35x64)']	mixed/tower/conv_1/CheckNumerics = CheckNumerics(mixed/tower/conv_1/batchnorm)
mixed/tower/conv_1/Conv2D	/job:localhost/replica:0/task:0/device:GPU:0	1	131	137	['(1x35x35x64)']	[GPU_0_bfc 1.1MB 1.1MB] mixed/tower/conv_1/Conv2D = Conv2D(mixed/tower/conv, mixed/tower/conv_1/conv2d_params)
mixed/tower/conv_1/Conv2D:Conv2D	/device:GPU:0/stream:13	0	2	2	['(no output)']	
mixed/tower/conv_1/Conv2D:Conv2D	/device:GPU:0/stream:13	0	6	6	['(no output)']	
mixed/tower/conv_1/Conv2D:Conv2D	/device:GPU:0/stream:13	0	6	6	['(no output)']	
mixed/tower/conv_1/Conv2D:Conv2D	/device:GPU:0/stream:13	0	10	10	['(no output)']	
mixed/tower/conv_1/Conv2D:Conv2D	/device:GPU:0/stream:13	0	138	138	['(no output)']	
mixed/tower/conv_1/Conv2D:Conv2D	/device:GPU:0/stream:all	0	2	2	['(no output)']	
mixed/tower/conv_1/Conv2D:Conv2D	/device:GPU:0/stream:all	0	6	6	['(no output)']	
mixed/tower/conv_1/Conv2D:Conv2D	/device:GPU:0/stream:all	0	6	6	['(no output)']	
mixed/tower/conv_1/Conv2D:Conv2D	/device:GPU:0/stream:all	0	10	10	['(no output)']	
mixed/tower/conv_1/Conv2D:Conv2D	/device:GPU:0/stream:all	0	138	138	['(no output)']	
mixed/tower/conv_1/batchnorm	/job:localhost/replica:0/task:0/device:GPU:0	1	58	63	['(1x35x35x64)']	[GPU_0_bfc 0.3MB 0.3MB] mixed/tower/conv_1/batchnorm = BatchNormWithGlobalNormalization(mixed/tower/conv_1/Conv2D, mixed/tower/conv_1/batchnorm/moving_mean, mixed/tower/conv_1/batchnorm/moving_variance, mixed/tower/conv_1/batchnorm/beta, mixed/tower/conv_1/batchnorm/gamma)
mixed/tower/conv_1/batchnorm/beta	/job:localhost/replica:0/task:0/device:GPU:0	0	1	2	['(64x1)']	mixed/tower/conv_1/batchnorm/beta = Const()
mixed/tower/conv_1/batchnorm/moving_mean	/job:localhost/replica:0/task:0/device:GPU:0	1	2	2	['(64x1)']	mixed/tower/conv_1/batchnorm/moving_mean = Const()
mixed/tower/conv_1/batchnorm/moving_variance	/job:localhost/replica:0/task:0/device:GPU:0	0	1	2	['(64x1)']	mixed/tower/conv_1/batchnorm/moving_variance = Const()
mixed/tower/conv_1/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:13	0	2	2	['(no output)']	
mixed/tower/conv_1/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:13	0	15	15	['(no output)']	
mixed/tower/conv_1/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:all	0	2	2	['(no output)']	
mixed/tower/conv_1/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:all	0	15	15	['(no output)']	
mixed/tower/conv_1/control_dependency	/job:localhost/replica:0/task:0/device:GPU:0	2	4	7	['(1x35x35x64)']	mixed/tower/conv_1/control_dependency = Identity(mixed/tower/conv_1/batchnorm, ^mixed/tower/conv_1/CheckNumerics)
mixed/tower/conv_1/conv2d_params	/job:localhost/replica:0/task:0/device:GPU:0	0	2	3	['(5x5x48x64)']	mixed/tower/conv_1/conv2d_params = Const()
mixed/tower/conv_1:Relu	/device:GPU:0/stream:13	0	2	2	['(no output)']	
mixed/tower/conv_1:Relu	/device:GPU:0/stream:all	0	2	2	['(no output)']	
mixed/tower_1/conv	/job:localhost/replica:0/task:0/device:GPU:0	0	35	39	['(1x35x35x64)']	mixed/tower_1/conv = Relu(mixed/tower_1/conv/control_dependency)
mixed/tower_1/conv/CheckNumerics	/job:localhost/replica:0/task:0/device:GPU:0	37	400	402	['(1x35x35x64)']	mixed/tower_1/conv/CheckNumerics = CheckNumerics(mixed/tower_1/conv/batchnorm)
mixed/tower_1/conv/Conv2D	/job:localhost/replica:0/task:0/device:GPU:0	0	11	13	['(1x35x35x64)']	[GPU_0_bfc 0.3MB 0.3MB] mixed/tower_1/conv/Conv2D = Conv2D(pool_1, mixed/tower_1/conv/conv2d_params)
mixed/tower_1/conv/Conv2D:Conv2D	/device:GPU:0/stream:13	0	13	13	['(no output)']	
mixed/tower_1/conv/Conv2D:Conv2D	/device:GPU:0/stream:all	0	13	13	['(no output)']	
mixed/tower_1/conv/batchnorm	/job:localhost/replica:0/task:0/device:GPU:0	1	58	61	['(1x35x35x64)']	[GPU_0_bfc 0.3MB 0.3MB] mixed/tower_1/conv/batchnorm = BatchNormWithGlobalNormalization(mixed/tower_1/conv/Conv2D, mixed/tower_1/conv/batchnorm/moving_mean, mixed/tower_1/conv/batchnorm/moving_variance, mixed/tower_1/conv/batchnorm/beta, mixed/tower_1/conv/batchnorm/gamma)
mixed/tower_1/conv/batchnorm/beta	/job:localhost/replica:0/task:0/device:GPU:0	0	1	2	['(64x1)']	mixed/tower_1/conv/batchnorm/beta = Const()
mixed/tower_1/conv/batchnorm/moving_mean	/job:localhost/replica:0/task:0/device:GPU:0	0	1	2	['(64x1)']	mixed/tower_1/conv/batchnorm/moving_mean = Const()
mixed/tower_1/conv/batchnorm/moving_variance	/job:localhost/replica:0/task:0/device:GPU:0	0	1	1	['(64x1)']	mixed/tower_1/conv/batchnorm/moving_variance = Const()
mixed/tower_1/conv/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:13	0	2	2	['(no output)']	
mixed/tower_1/conv/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:13	0	14	14	['(no output)']	
mixed/tower_1/conv/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:all	0	2	2	['(no output)']	
mixed/tower_1/conv/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:all	0	14	14	['(no output)']	
mixed/tower_1/conv/control_dependency	/job:localhost/replica:0/task:0/device:GPU:0	1	3	7	['(1x35x35x64)']	mixed/tower_1/conv/control_dependency = Identity(mixed/tower_1/conv/batchnorm, ^mixed/tower_1/conv/CheckNumerics)
mixed/tower_1/conv/conv2d_params	/job:localhost/replica:0/task:0/device:GPU:0	0	1	2	['(1x1x192x64)']	mixed/tower_1/conv/conv2d_params = Const()
mixed/tower_1/conv:Relu	/device:GPU:0/stream:13	0	4	4	['(no output)']	
mixed/tower_1/conv:Relu	/device:GPU:0/stream:all	0	4	4	['(no output)']	
mixed/tower_1/conv_1	/job:localhost/replica:0/task:0/device:GPU:0	0	15	18	['(1x35x35x96)']	mixed/tower_1/conv_1 = Relu(mixed/tower_1/conv_1/control_dependency)
mixed/tower_1/conv_1/CheckNumerics	/job:localhost/replica:0/task:0/device:GPU:0	2	267	269	['(1x35x35x96)']	mixed/tower_1/conv_1/CheckNumerics = CheckNumerics(mixed/tower_1/conv_1/batchnorm)
mixed/tower_1/conv_1/Conv2D	/job:localhost/replica:0/task:0/device:GPU:0	1	115	120	['(1x35x35x96)']	[GPU_0_bfc 1.8MB 1.8MB] mixed/tower_1/conv_1/Conv2D = Conv2D(mixed/tower_1/conv, mixed/tower_1/conv_1/conv2d_params)
mixed/tower_1/conv_1/Conv2D:Conv2D	/device:GPU:0/stream:13	0	5	5	['(no output)']	
mixed/tower_1/conv_1/Conv2D:Conv2D	/device:GPU:0/stream:13	0	7	7	['(no output)']	
mixed/tower_1/conv_1/Conv2D:Conv2D	/device:GPU:0/stream:13	0	7	7	['(no output)']	
mixed/tower_1/conv_1/Conv2D:Conv2D	/device:GPU:0/stream:13	0	9	9	['(no output)']	
mixed/tower_1/conv_1/Conv2D:Conv2D	/device:GPU:0/stream:13	0	45	45	['(no output)']	
mixed/tower_1/conv_1/Conv2D:Conv2D	/device:GPU:0/stream:all	0	5	5	['(no output)']	
mixed/tower_1/conv_1/Conv2D:Conv2D	/device:GPU:0/stream:all	0	7	7	['(no output)']	
mixed/tower_1/conv_1/Conv2D:Conv2D	/device:GPU:0/stream:all	0	7	7	['(no output)']	
mixed/tower_1/conv_1/Conv2D:Conv2D	/device:GPU:0/stream:all	0	9	9	['(no output)']	
mixed/tower_1/conv_1/Conv2D:Conv2D	/device:GPU:0/stream:all	0	45	45	['(no output)']	
mixed/tower_1/conv_1/batchnorm	/job:localhost/replica:0/task:0/device:GPU:0	1	54	59	['(1x35x35x96)']	[GPU_0_bfc 0.5MB 0.5MB] mixed/tower_1/conv_1/batchnorm = BatchNormWithGlobalNormalization(mixed/tower_1/conv_1/Conv2D, mixed/tower_1/conv_1/batchnorm/moving_mean, mixed/tower_1/conv_1/batchnorm/moving_variance, mixed/tower_1/conv_1/batchnorm/beta, mixed/tower_1/conv_1/batchnorm/gamma)
mixed/tower_1/conv_1/batchnorm/beta	/job:localhost/replica:0/task:0/device:GPU:0	0	1	2	['(96x1)']	mixed/tower_1/conv_1/batchnorm/beta = Const()
mixed/tower_1/conv_1/batchnorm/gamma	/job:localhost/replica:0/task:0/device:GPU:0	1	1	3	['(96x1)']	mixed/tower_1/conv_1/batchnorm/gamma = Const()
mixed/tower_1/conv_1/batchnorm/moving_mean	/job:localhost/replica:0/task:0/device:GPU:0	0	1	2	['(96x1)']	mixed/tower_1/conv_1/batchnorm/moving_mean = Const()
mixed/tower_1/conv_1/batchnorm/moving_variance	/job:localhost/replica:0/task:0/device:GPU:0	1	1	2	['(96x1)']	mixed/tower_1/conv_1/batchnorm/moving_variance = Const()
mixed/tower_1/conv_1/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:13	0	2	2	['(no output)']	
mixed/tower_1/conv_1/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:13	0	15	15	['(no output)']	
mixed/tower_1/conv_1/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:all	0	2	2	['(no output)']	
mixed/tower_1/conv_1/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:all	0	15	15	['(no output)']	
mixed/tower_1/conv_1/control_dependency	/job:localhost/replica:0/task:0/device:GPU:0	1	2	17	['(1x35x35x96)']	mixed/tower_1/conv_1/control_dependency = Identity(mixed/tower_1/conv_1/batchnorm, ^mixed/tower_1/conv_1/CheckNumerics)
mixed/tower_1/conv_1/conv2d_params	/job:localhost/replica:0/task:0/device:GPU:0	0	1	2	['(3x3x64x96)']	mixed/tower_1/conv_1/conv2d_params = Const()
mixed/tower_1/conv_1:Relu	/device:GPU:0/stream:13	0	2	2	['(no output)']	
mixed/tower_1/conv_1:Relu	/device:GPU:0/stream:all	0	2	2	['(no output)']	
mixed/tower_1/conv_2	/job:localhost/replica:0/task:0/device:GPU:0	0	12	13	['(1x35x35x96)']	mixed/tower_1/conv_2 = Relu(mixed/tower_1/conv_2/control_dependency)
mixed/tower_1/conv_2/CheckNumerics	/job:localhost/replica:0/task:0/device:GPU:0	1	141	142	['(1x35x35x96)']	mixed/tower_1/conv_2/CheckNumerics = CheckNumerics(mixed/tower_1/conv_2/batchnorm)
mixed/tower_1/conv_2/Conv2D	/job:localhost/replica:0/task:0/device:GPU:0	0	69	71	['(1x35x35x96)']	[GPU_0_bfc 2.5MB 2.5MB] mixed/tower_1/conv_2/Conv2D = Conv2D(mixed/tower_1/conv_1, mixed/tower_1/conv_2/conv2d_params)
mixed/tower_1/conv_2/Conv2D:Conv2D	/device:GPU:0/stream:13	0	6	6	['(no output)']	
mixed/tower_1/conv_2/Conv2D:Conv2D	/device:GPU:0/stream:13	0	7	7	['(no output)']	
mixed/tower_1/conv_2/Conv2D:Conv2D	/device:GPU:0/stream:13	0	8	8	['(no output)']	
mixed/tower_1/conv_2/Conv2D:Conv2D	/device:GPU:0/stream:13	0	9	9	['(no output)']	
mixed/tower_1/conv_2/Conv2D:Conv2D	/device:GPU:0/stream:13	0	58	58	['(no output)']	
mixed/tower_1/conv_2/Conv2D:Conv2D	/device:GPU:0/stream:all	0	6	6	['(no output)']	
mixed/tower_1/conv_2/Conv2D:Conv2D	/device:GPU:0/stream:all	0	7	7	['(no output)']	
mixed/tower_1/conv_2/Conv2D:Conv2D	/device:GPU:0/stream:all	0	8	8	['(no output)']	
mixed/tower_1/conv_2/Conv2D:Conv2D	/device:GPU:0/stream:all	0	9	9	['(no output)']	
mixed/tower_1/conv_2/Conv2D:Conv2D	/device:GPU:0/stream:all	0	58	58	['(no output)']	
mixed/tower_1/conv_2/batchnorm	/job:localhost/replica:0/task:0/device:GPU:0	1	25	28	['(1x35x35x96)']	[GPU_0_bfc 0.4MB 0.4MB] mixed/tower_1/conv_2/batchnorm = BatchNormWithGlobalNormalization(mixed/tower_1/conv_2/Conv2D, mixed/tower_1/conv_2/batchnorm/moving_mean, mixed/tower_1/conv_2/batchnorm/moving_variance, mixed/tower_1/conv_2/batchnorm/beta, mixed/tower_1/conv_2/batchnorm/gamma)
mixed/tower_1/conv_2/batchnorm/beta	/job:localhost/replica:0/task:0/device:GPU:0	0	1	2	['(96x1)']	mixed/tower_1/conv_2/batchnorm/beta = Const()
mixed/tower_1/conv_2/batchnorm/moving_mean	/job:localhost/replica:0/task:0/device:GPU:0	0	1	2	['(96x1)']	mixed/tower_1/conv_2/batchnorm/moving_mean = Const()
mixed/tower_1/conv_2/batchnorm/moving_variance	/job:localhost/replica:0/task:0/device:GPU:0	0	1	2	['(96x1)']	mixed/tower_1/conv_2/batchnorm/moving_variance = Const()
mixed/tower_1/conv_2/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:13	0	2	2	['(no output)']	
mixed/tower_1/conv_2/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:13	0	24	24	['(no output)']	
mixed/tower_1/conv_2/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:all	0	2	2	['(no output)']	
mixed/tower_1/conv_2/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:all	0	24	24	['(no output)']	
mixed/tower_1/conv_2/control_dependency	/job:localhost/replica:0/task:0/device:GPU:0	1	4	6	['(1x35x35x96)']	mixed/tower_1/conv_2/control_dependency = Identity(mixed/tower_1/conv_2/batchnorm, ^mixed/tower_1/conv_2/CheckNumerics)
mixed/tower_1/conv_2/conv2d_params	/job:localhost/replica:0/task:0/device:GPU:0	0	1	2	['(3x3x96x96)']	mixed/tower_1/conv_2/conv2d_params = Const()
mixed/tower_1/conv_2:Relu	/device:GPU:0/stream:13	0	3	3	['(no output)']	
mixed/tower_1/conv_2:Relu	/device:GPU:0/stream:all	0	3	3	['(no output)']	
mixed/tower_2/conv	/job:localhost/replica:0/task:0/device:GPU:0	0	41	44	['(1x35x35x32)']	mixed/tower_2/conv = Relu(mixed/tower_2/conv/control_dependency)
mixed/tower_2/conv/CheckNumerics	/job:localhost/replica:0/task:0/device:GPU:0	1	254	255	['(1x35x35x32)']	mixed/tower_2/conv/CheckNumerics = CheckNumerics(mixed/tower_2/conv/batchnorm)
mixed/tower_2/conv/Conv2D	/job:localhost/replica:0/task:0/device:GPU:0	1	189	195	['(1x35x35x32)']	[GPU_0_bfc 0.1MB 0.1MB] mixed/tower_2/conv/Conv2D = Conv2D(mixed/tower_2/pool, mixed/tower_2/conv/conv2d_params)
mixed/tower_2/conv/Conv2D:Conv2D	/device:GPU:0/stream:13	0	16	16	['(no output)']	
mixed/tower_2/conv/Conv2D:Conv2D	/device:GPU:0/stream:all	0	16	16	['(no output)']	
mixed/tower_2/conv/batchnorm	/job:localhost/replica:0/task:0/device:GPU:0	1	33	43	['(1x35x35x32)']	[GPU_0_bfc 0.1MB 0.1MB] mixed/tower_2/conv/batchnorm = BatchNormWithGlobalNormalization(mixed/tower_2/conv/Conv2D, mixed/tower_2/conv/batchnorm/moving_mean, mixed/tower_2/conv/batchnorm/moving_variance, mixed/tower_2/conv/batchnorm/beta, mixed/tower_2/conv/batchnorm/gamma)
mixed/tower_2/conv/batchnorm/beta	/job:localhost/replica:0/task:0/device:GPU:0	0	1	2	['(32x1)']	mixed/tower_2/conv/batchnorm/beta = Const()
mixed/tower_2/conv/batchnorm/moving_mean	/job:localhost/replica:0/task:0/device:GPU:0	1	2	2	['(32x1)']	mixed/tower_2/conv/batchnorm/moving_mean = Const()
mixed/tower_2/conv/batchnorm/moving_variance	/job:localhost/replica:0/task:0/device:GPU:0	0	1	2	['(32x1)']	mixed/tower_2/conv/batchnorm/moving_variance = Const()
mixed/tower_2/conv/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:13	0	2	2	['(no output)']	
mixed/tower_2/conv/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:13	0	6	6	['(no output)']	
mixed/tower_2/conv/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:all	0	2	2	['(no output)']	
mixed/tower_2/conv/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:all	0	6	6	['(no output)']	
mixed/tower_2/conv/control_dependency	/job:localhost/replica:0/task:0/device:GPU:0	2	4	6	['(1x35x35x32)']	mixed/tower_2/conv/control_dependency = Identity(mixed/tower_2/conv/batchnorm, ^mixed/tower_2/conv/CheckNumerics)
mixed/tower_2/conv/conv2d_params	/job:localhost/replica:0/task:0/device:GPU:0	0	2	2	['(1x1x192x32)']	mixed/tower_2/conv/conv2d_params = Const()
mixed/tower_2/conv:Relu	/device:GPU:0/stream:13	0	3	3	['(no output)']	
mixed/tower_2/conv:Relu	/device:GPU:0/stream:all	0	3	3	['(no output)']	
mixed/tower_2/pool	/job:localhost/replica:0/task:0/device:GPU:0	0	14	16	['(1x35x35x192)']	[GPU_0_bfc 0.9MB 0.9MB] mixed/tower_2/pool = AvgPool(pool_1)
mixed/tower_2/pool:AvgPool	/device:GPU:0/stream:13	0	181	181	['(no output)']	
mixed/tower_2/pool:AvgPool	/device:GPU:0/stream:all	0	181	181	['(no output)']	
mixed_1/conv	/job:localhost/replica:0/task:0/device:GPU:0	0	21	23	['(1x35x35x64)']	mixed_1/conv = Relu(mixed_1/conv/control_dependency)
mixed_1/conv/CheckNumerics	/job:localhost/replica:0/task:0/device:GPU:0	1	361	363	['(1x35x35x64)']	mixed_1/conv/CheckNumerics = CheckNumerics(mixed_1/conv/batchnorm)
mixed_1/conv/Conv2D	/job:localhost/replica:0/task:0/device:GPU:0	0	15	17	['(1x35x35x64)']	[GPU_0_bfc 0.3MB 0.3MB] mixed_1/conv/Conv2D = Conv2D(mixed/join, mixed_1/conv/conv2d_params)
mixed_1/conv/Conv2D:Conv2D	/device:GPU:0/stream:13	0	21	21	['(no output)']	
mixed_1/conv/Conv2D:Conv2D	/device:GPU:0/stream:all	0	21	21	['(no output)']	
mixed_1/conv/batchnorm	/job:localhost/replica:0/task:0/device:GPU:0	1	24	27	['(1x35x35x64)']	[GPU_0_bfc 0.3MB 0.3MB] mixed_1/conv/batchnorm = BatchNormWithGlobalNormalization(mixed_1/conv/Conv2D, mixed_1/conv/batchnorm/moving_mean, mixed_1/conv/batchnorm/moving_variance, mixed_1/conv/batchnorm/beta, mixed_1/conv/batchnorm/gamma)
mixed_1/conv/batchnorm/beta	/job:localhost/replica:0/task:0/device:GPU:0	0	2	2	['(64x1)']	mixed_1/conv/batchnorm/beta = Const()
mixed_1/conv/batchnorm/moving_mean	/job:localhost/replica:0/task:0/device:GPU:0	0	1	2	['(64x1)']	mixed_1/conv/batchnorm/moving_mean = Const()
mixed_1/conv/batchnorm/moving_variance	/job:localhost/replica:0/task:0/device:GPU:0	0	1	1	['(64x1)']	mixed_1/conv/batchnorm/moving_variance = Const()
mixed_1/conv/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:13	0	2	2	['(no output)']	
mixed_1/conv/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:13	0	15	15	['(no output)']	
mixed_1/conv/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:all	0	2	2	['(no output)']	
mixed_1/conv/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:all	0	15	15	['(no output)']	
mixed_1/conv/control_dependency	/job:localhost/replica:0/task:0/device:GPU:0	2	5	9	['(1x35x35x64)']	mixed_1/conv/control_dependency = Identity(mixed_1/conv/batchnorm, ^mixed_1/conv/CheckNumerics)
mixed_1/conv/conv2d_params	/job:localhost/replica:0/task:0/device:GPU:0	0	1	2	['(1x1x256x64)']	mixed_1/conv/conv2d_params = Const()
mixed_1/conv:Relu	/device:GPU:0/stream:13	0	4	4	['(no output)']	
mixed_1/conv:Relu	/device:GPU:0/stream:all	0	4	4	['(no output)']	
mixed_1/join	/job:localhost/replica:0/task:0/device:GPU:0	1	28	32	['(1x35x35x288)']	[GPU_0_bfc 1.3MB 1.3MB] mixed_1/join = Concat(mixed_1/join/concat_dim, mixed_1/conv, mixed_1/tower/conv_1, mixed_1/tower_1/conv_2, mixed_1/tower_2/conv)
mixed_1/join:Concat	/device:GPU:0/stream:13	0	5	5	['(no output)']	
mixed_1/join:Concat	/device:GPU:0/stream:13	0	6	6	['(no output)']	
mixed_1/join:Concat	/device:GPU:0/stream:13	0	6	6	['(no output)']	
mixed_1/join:Concat	/device:GPU:0/stream:13	0	7	7	['(no output)']	
mixed_1/join:Concat	/device:GPU:0/stream:all	0	5	5	['(no output)']	
mixed_1/join:Concat	/device:GPU:0/stream:all	0	6	6	['(no output)']	
mixed_1/join:Concat	/device:GPU:0/stream:all	0	6	6	['(no output)']	
mixed_1/join:Concat	/device:GPU:0/stream:all	0	7	7	['(no output)']	
mixed_1/tower/conv	/job:localhost/replica:0/task:0/device:GPU:0	0	39	42	['(1x35x35x48)']	mixed_1/tower/conv = Relu(mixed_1/tower/conv/control_dependency)
mixed_1/tower/conv/CheckNumerics	/job:localhost/replica:0/task:0/device:GPU:0	2	357	359	['(1x35x35x48)']	mixed_1/tower/conv/CheckNumerics = CheckNumerics(mixed_1/tower/conv/batchnorm)
mixed_1/tower/conv/Conv2D	/job:localhost/replica:0/task:0/device:GPU:0	1	12	14	['(1x35x35x48)']	[GPU_0_bfc 0.2MB 0.2MB] mixed_1/tower/conv/Conv2D = Conv2D(mixed/join, mixed_1/tower/conv/conv2d_params)
mixed_1/tower/conv/Conv2D:Conv2D	/device:GPU:0/stream:13	0	18	18	['(no output)']	
mixed_1/tower/conv/Conv2D:Conv2D	/device:GPU:0/stream:all	0	18	18	['(no output)']	
mixed_1/tower/conv/batchnorm	/job:localhost/replica:0/task:0/device:GPU:0	2	61	66	['(1x35x35x48)']	[GPU_0_bfc 0.3MB 0.3MB] mixed_1/tower/conv/batchnorm = BatchNormWithGlobalNormalization(mixed_1/tower/conv/Conv2D, mixed_1/tower/conv/batchnorm/moving_mean, mixed_1/tower/conv/batchnorm/moving_variance, mixed_1/tower/conv/batchnorm/beta, mixed_1/tower/conv/batchnorm/gamma)
mixed_1/tower/conv/batchnorm/beta	/job:localhost/replica:0/task:0/device:GPU:0	1	2	2	['(48x1)']	mixed_1/tower/conv/batchnorm/beta = Const()
mixed_1/tower/conv/batchnorm/moving_mean	/job:localhost/replica:0/task:0/device:GPU:0	0	1	2	['(48x1)']	mixed_1/tower/conv/batchnorm/moving_mean = Const()
