Op rank by total time	Time of 1 call, microseconds	Number of calls in 1 run	Total time in 1 run	% of total time	Cumulative time, microseconds	% of total cumulative time	(FL)OPs in RegisterStatistics	GFLOP/S achieved	Op name	Device	Input/output tensors
136	  1687.15	     1.00	  1687.15	     0.24	613984.07	    87.17	     0.00	     0.00	FusedBatchNorm	GPU-0	(64x128x56x56)(128x1)(128x1)(1x1)(1x1)->(64x128x56x56)(128x1)(128x1)(128x1)(128x1)
137	  1654.06	     1.00	  1654.06	     0.23	615638.13	    87.40	     0.00	     0.00	MaxPool	GPU-0	(64x64x112x112)->(64x64x56x56)
138	   143.91	    11.00	  1582.98	     0.22	617221.11	    87.63	     0.00	     0.00	Relu	GPU-0	(64x256x14x14)(256x1)(256x1)(256x1)(256x1)->(64x256x14x14)
139	   524.96	     3.00	  1574.89	     0.22	618796.00	    87.85	589821.00	     0.37	L2Loss	GPU-0	(1x1x512x128)->(1x1)
140	   142.55	    11.00	  1568.05	     0.22	620364.05	    88.07	     0.00	     0.00	FusedBatchNorm	GPU-0	(64x256x14x14)(256x1)(256x1)(1x1)(1x1)->(64x256x14x14)(256x1)(256x1)(256x1)(256x1)
141	   223.63	     7.00	  1565.42	     0.22	621929.47	    88.29	     0.00	     0.00	Relu	GPU-0	(64x128x28x28)(128x1)(128x1)(128x1)(128x1)->(64x128x28x28)
142	   388.03	     4.00	  1552.12	     0.22	623481.59	    88.51	589824.00	     0.38	Mul	GPU-0	(3x3x128x128)(1x1)->(3x3x128x128)
143	  1520.12	     1.00	  1520.12	     0.22	625001.71	    88.73	     0.00	     0.00	Relu	GPU-0	(64x128x56x56)(128x1)(128x1)(128x1)(128x1)->(64x128x56x56)
144	  1448.94	     1.00	  1448.94	     0.21	626450.65	    88.94	1644167168.00	  1134.74	Conv2D	GPU-0	(64x64x56x56)(1x1x64x64)->(64x64x56x56)
145	   482.39	     3.00	  1447.18	     0.21	627897.83	    89.14	110592.00	     0.08	Mul	GPU-0	(3x3x64x64)(1x1)->(3x3x64x64)
146	  1440.79	     1.00	  1440.79	     0.20	629338.62	    89.35	     0.00	     0.00	Conv2DBackpropInput	GPU-0	(int32 4x1)(1x1x64x256)(64x256x56x56)(256x1)(256x1)(1x1)(1x1)->(64x64x56x56)
147	   471.09	     3.00	  1413.26	     0.20	630751.88	    89.55	9437181.00	     6.68	L2Loss	GPU-0	(1x1x512x2048)->(1x1)
148	   470.10	     3.00	  1410.30	     0.20	632162.18	    89.75	7077888.00	     5.02	Mul	GPU-0	(3x3x512x512)(1x1)->(3x3x512x512)
149	  1365.65	     1.00	  1365.65	     0.19	633527.83	    89.94	     0.00	     0.00	Conv2DBackpropFilter	GPU-0	(64x64x56x56)(int32 4x1)(64x64x56x56)(64x1)(64x1)(1x1)(1x1)->(1x1x64x64)
150	   452.16	     3.00	  1356.49	     0.19	634884.32	    90.13	196608.00	     0.14	Mul	GPU-0	(1x1x512x128)(1x1)->(1x1x512x128)
151	  1321.73	     1.00	  1321.73	     0.19	636206.05	    90.32	     0.00	     0.00	Conv2DBackpropInput	GPU-0	(int32 4x1)(1x1x128x512)(64x512x28x28)(512x1)(512x1)(1x1)(1x1)->(64x128x28x28)
152	   407.02	     3.00	  1221.05	     0.17	637427.10	    90.49	     0.00	     0.00	ReluGrad	GPU-0	(64x2048x7x7)(64x2048x7x7)->(64x2048x7x7)
153	  1119.71	     1.00	  1119.71	     0.16	638546.81	    90.65	     0.00	     0.00	ReluGrad	GPU-0	(64x128x56x56)(64x128x56x56)->(64x128x56x56)
154	  1116.49	     1.00	  1116.49	     0.16	639663.30	    90.81	     0.00	     0.00	Transpose	GPU-0	(64x224x224x3)(int32 64x1)(int32 4x1)->(64x3x224x224)
155	   220.83	     5.00	  1104.16	     0.16	640767.46	    90.97	     0.00	     0.00	ReluGrad	GPU-0	(64x512x7x7)(64x512x7x7)->(64x512x7x7)
156	  1101.76	     1.00	  1101.76	     0.16	641869.22	    91.12	     0.00	     0.00	SparseSoftmaxCrossEntropyWithLogits	GPU-0	(64x1001)(64x224x224x3)(int32 64x1)->(64x1)(64x1001)
157	  1101.74	     1.00	  1101.74	     0.16	642970.96	    91.28	     0.00	     0.00	Pad	GPU-0	(64x128x56x56)(int32 4x2)->(64x128x58x58)
158	  1099.80	     1.00	  1099.80	     0.16	644070.76	    91.44	25690112.00	    23.36	AddN	GPU-0	(64x512x28x28)(512x1)(512x1)(1x1)(1x1)(64x512x28x28)(512x1)(512x1)(1x1)(1x1)->(64x512x28x28)
159	  1098.44	     1.00	  1098.44	     0.16	645169.20	    91.59	25690112.00	    23.39	AddN	GPU-0	(64x512x28x28)(64x512x28x28)->(64x512x28x28)
160	   362.58	     3.00	  1087.75	     0.15	646256.95	    91.75	     0.00	     0.00	MEMCPYDtoH	GPU-0	(Transfer)->(1 bytes)
161	   362.58	     3.00	  1087.74	     0.15	647344.69	    91.90	     0.00	     0.00	ApplyMomentum	GPU-0	(3x3x512x512)(3x3x512x512)(1x1)(int32 1x1)(3x3x512x512)(1x1)->(3x3x512x512)
162	   178.40	     6.00	  1070.39	     0.15	648415.08	    92.05	1572864.00	     1.47	AddN	GPU-0	(1x1x256x1024)(1x1x256x1024)->(1x1x256x1024)
163	  1067.19	     1.00	  1067.19	     0.15	649482.27	    92.21	     0.00	     0.00	FusedBatchNormGrad	GPU-0	(64x256x28x28)(64x256x28x28)(256x1)(256x1)(256x1)->(64x256x28x28)(256x1)(256x1)(1x1)(1x1)
164	  1060.57	     1.00	  1060.57	     0.15	650542.84	    92.36	     0.00	     0.00	Conv2DBackpropInput	GPU-0	(int32 4x1)(1x1x64x64)(64x64x56x56)(64x1)(64x1)(1x1)(1x1)->(64x64x56x56)
165	  1040.58	     1.00	  1040.58	     0.15	651583.42	    92.50	1572863.00	     1.51	L2Loss	GPU-0	(1x1x1024x512)->(1x1)
166	   520.03	     2.00	  1040.06	     0.15	652623.48	    92.65	 98302.00	     0.09	L2Loss	GPU-0	(1x1x256x64)->(1x1)
167	  1012.73	     1.00	  1012.73	     0.14	653636.21	    92.80	     0.00	     0.00	FusedBatchNormGrad	GPU-0	(64x512x14x14)(64x512x14x14)(512x1)(512x1)(512x1)->(64x512x14x14)(512x1)(512x1)(1x1)(1x1)
168	   334.56	     3.00	  1003.69	     0.14	654639.90	    92.94	19267584.00	    19.20	Add	GPU-0	(64x2048x7x7)(64x2048x7x7)->(64x2048x7x7)
169	   993.75	     1.00	   993.75	     0.14	655633.65	    93.08	12845056.00	    12.93	AddN	GPU-0	(64x1024x14x14)(64x1024x14x14)->(64x1024x14x14)
170	   983.21	     1.00	   983.21	     0.14	656616.86	    93.22	12845056.00	    13.06	AddN	GPU-0	(64x64x56x56)(64x64x56x56)->(64x64x56x56)
171	   117.13	     8.00	   937.05	     0.13	657553.91	    93.35	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(1 bytes)
172	   184.71	     5.00	   923.54	     0.13	658477.45	    93.48	     0.00	     0.00	FusedBatchNorm	GPU-0	(64x512x7x7)(512x1)(512x1)(1x1)(1x1)->(64x512x7x7)(512x1)(512x1)(512x1)(512x1)
173	   454.19	     2.00	   908.38	     0.13	659385.83	    93.61	 32768.00	     0.04	Mul	GPU-0	(1x1x256x64)(1x1)->(1x1x256x64)
174	   299.08	     3.00	   897.23	     0.13	660283.06	    93.74	     0.00	     0.00	FusedBatchNorm	GPU-0	(64x2048x7x7)(2048x1)(2048x1)(1x1)(1x1)->(64x2048x7x7)(2048x1)(2048x1)(2048x1)(2048x1)
175	   889.88	     1.00	   889.88	     0.13	661172.94	    93.87	     0.00	     0.00	Slice	GPU-0	(64x128x58x58)(int32 4x1)(int32 4x1)->(64x128x56x56)
176	   291.22	     3.00	   873.65	     0.12	662046.59	    93.99	7077888.00	     8.10	AddN	GPU-0	(3x3x512x512)(3x3x512x512)->(3x3x512x512)
177	   432.74	     2.00	   865.48	     0.12	662912.07	    94.11	2097152.00	     2.42	Mul	GPU-0	(1x1x2048x512)(1x1)->(1x1x2048x512)
178	   279.24	     3.00	   837.73	     0.12	663749.80	    94.23	     0.00	     0.00	Relu	GPU-0	(64x2048x7x7)(2048x1)(2048x1)(2048x1)(2048x1)->(64x2048x7x7)
179	   166.47	     5.00	   832.34	     0.12	664582.14	    94.35	     0.00	     0.00	Relu	GPU-0	(64x512x7x7)(512x1)(512x1)(512x1)(512x1)->(64x512x7x7)
180	   830.39	     1.00	   830.39	     0.12	665412.53	    94.47	2050048.00	     2.47	Mul	GPU-0	(2048x1001)(1x1)->(2048x1001)
181	   199.06	     4.00	   796.22	     0.11	666208.75	    94.58	262144.00	     0.33	AddN	GPU-0	(1x1x128x512)(1x1x128x512)->(1x1x128x512)
182	   788.94	     1.00	   788.94	     0.11	666997.69	    94.69	 28223.00	     0.04	L2Loss	GPU-0	(7x7x3x64)->(1x1)
183	   127.59	     6.00	   765.54	     0.11	667763.23	    94.80	     0.00	     0.00	ApplyMomentum	GPU-0	(3x3x256x256)(3x3x256x256)(1x1)(int32 1x1)(3x3x256x256)(1x1)->(3x3x256x256)
184	   245.28	     3.00	   735.84	     0.10	668499.07	    94.91	     0.00	     0.00	LogicalAnd	GPU-0	(boolean 1x1)(boolean 1x1)->(boolean 1x1)
185	   120.25	     6.00	   721.48	     0.10	669220.55	    95.01	 12288.00	     0.02	Sub	GPU-0	(2048x1)(2048x1)->(2048x1)
186	   715.67	     1.00	   715.67	     0.10	669936.22	    95.11	524288.00	     0.73	Mul	GPU-0	(1x1x512x1024)(1x1)->(1x1x512x1024)
187	    23.46	    30.00	   703.88	     0.10	670640.10	    95.21	     0.00	     0.00	ApplyMomentum	GPU-0	(256x1)(256x1)(1x1)(int32 1x1)(256x1)(1x1)->(256x1)
188	   699.23	     1.00	   699.23	     0.10	671339.33	    95.31	     0.00	     0.00	Pad	GPU-0	(64x3x224x224)(int32 4x2)->(64x3x230x230)
189	    58.01	    12.00	   696.12	     0.10	672035.45	    95.41	 12288.00	     0.02	Sub	GPU-0	(1024x1)(1024x1)->(1024x1)
190	    56.86	    12.00	   682.35	     0.10	672717.80	    95.50	 12288.00	     0.02	Mul	GPU-0	(1024x1)(1x1)->(1024x1)
191	   218.23	     3.00	   654.69	     0.09	673372.49	    95.60	110592.00	     0.17	AddN	GPU-0	(3x3x64x64)(3x3x64x64)->(3x3x64x64)
192	   319.56	     2.00	   639.11	     0.09	674011.60	    95.69	     2.00	     0.00	Mul	GPU-0	(1x1)(1x1)->(1x1)
193	   631.05	     1.00	   631.05	     0.09	674642.65	    95.78	393215.00	     0.62	L2Loss	GPU-0	(1x1x512x256)->(1x1)
194	   622.71	     1.00	   622.71	     0.09	675265.36	    95.87	524288.00	     0.84	Mul	GPU-0	(1x1x1024x512)(1x1)->(1x1x1024x512)
195	   286.20	     2.04	   583.85	     0.08	675849.21	    95.95	     0.00	     0.00	MEMCPYDtoH	GPU-0	(Transfer)->(4 bytes)
196	   580.53	     1.00	   580.53	     0.08	676429.74	    96.03	     0.00	     0.00	FusedBatchNorm	GPU-0	(64x256x28x28)(256x1)(256x1)(1x1)(1x1)->(64x256x28x28)(256x1)(256x1)(256x1)(256x1)
197	   579.77	     1.00	   579.77	     0.08	677009.51	    96.11	     0.00	     0.00	MEMCPYDtoD	GPU-0	(Transfer)->(1 bytes)
198	   557.18	     1.00	   557.18	     0.08	677566.69	    96.19	     0.00	     0.00	ReluGrad	GPU-0	(64x256x28x28)(64x256x28x28)->(64x256x28x28)
199	   554.82	     1.00	   554.82	     0.08	678121.51	    96.27	12845056.00	    23.15	AddN	GPU-0	(64x1024x14x14)(1024x1)(1024x1)(1x1)(1x1)(64x1024x14x14)(1024x1)(1024x1)(1x1)(1x1)->(64x1024x14x14)
200	   554.66	     1.00	   554.66	     0.08	678676.17	    96.35	     0.00	     0.00	Pad	GPU-0	(64x256x28x28)(int32 4x2)->(64x256x30x30)
201	   547.00	     1.00	   547.00	     0.08	679223.17	    96.43	1572863.00	     2.88	L2Loss	GPU-0	(1x1x512x1024)->(1x1)
202	    88.74	     6.00	   532.44	     0.08	679755.61	    96.50	 12288.00	     0.02	Mul	GPU-0	(2048x1)(1x1)->(2048x1)
203	   531.14	     1.00	   531.14	     0.08	680286.75	    96.58	  9408.00	     0.02	Mul	GPU-0	(7x7x3x64)(1x1)->(7x7x3x64)
204	   176.57	     3.00	   529.72	     0.08	680816.47	    96.65	3145728.00	     5.94	AddN	GPU-0	(1x1x512x2048)(1x1x512x2048)->(1x1x512x2048)
205	   521.32	     1.00	   521.32	     0.07	681337.79	    96.73	 32768.00	     0.06	Mul	GPU-0	(1x1x256x128)(1x1)->(1x1x256x128)
206	   516.84	     1.00	   516.84	     0.07	681854.63	    96.80	 98303.00	     0.19	L2Loss	GPU-0	(1x1x256x128)->(1x1)
207	   509.15	     1.00	   509.15	     0.07	682363.78	    96.87	6422528.00	    12.61	AddN	GPU-0	(64x2048x7x7)(64x2048x7x7)(2048x1)(2048x1)(1x1)(1x1)->(64x2048x7x7)
208	   506.22	     1.00	   506.22	     0.07	682870.00	    96.95	     0.00	     0.00	Pack	GPU-0	(boolean 1x1)(boolean 1x1)(boolean 1x1)(boolean 1x1)(boolean 1x1)->(boolean 5x1)
209	   504.53	     1.00	   504.53	     0.07	683374.53	    97.02	     0.00	     0.00	Tile	GPU-0	(64x2048x1x1)(int32 4x1)->(64x2048x7x7)
210	   167.13	     3.00	   501.40	     0.07	683875.93	    97.09	     0.00	     0.00	ApplyMomentum	GPU-0	(1x1x512x2048)(1x1x512x2048)(1x1)(int32 1x1)(1x1x512x2048)(1x1)->(1x1x512x2048)
211	   491.51	     1.00	   491.51	     0.07	684367.44	    97.16	  1001.00	     0.00	Mul	GPU-0	(1001x1)(1x1)->(1001x1)
212	    80.11	     6.00	   480.65	     0.07	684848.09	    97.23	 12288.00	     0.03	AssignSub	GPU-0	(2048x1)(2048x1)->(2048x1)
213	   475.93	     1.00	   475.93	     0.07	685324.02	    97.29	393215.00	     0.83	L2Loss	GPU-0	(1x1x256x512)->(1x1)
214	   446.29	     1.00	   446.29	     0.06	685770.31	    97.36	2097152.00	     4.70	AddN	GPU-0	(1x1x1024x2048)(1x1x1024x2048)->(1x1x1024x2048)
215	   445.62	     1.00	   445.62	     0.06	686215.93	    97.42	6291455.00	    14.12	L2Loss	GPU-0	(1x1x1024x2048)->(1x1)
216	   217.94	     2.00	   435.87	     0.06	686651.80	    97.48	2097152.00	     4.81	AddN	GPU-0	(1x1x2048x512)(1x1x2048x512)->(1x1x2048x512)
217	   434.32	     1.00	   434.32	     0.06	687086.12	    97.54	 12287.00	     0.03	L2Loss	GPU-0	(1x1x64x64)->(1x1)
218	   107.75	     4.00	   430.98	     0.06	687517.10	    97.61	 65536.00	     0.15	AddN	GPU-0	(1x1x64x256)(1x1x64x256)->(1x1x64x256)
219	   427.35	     1.00	   427.35	     0.06	687944.45	    97.67	     0.00	     0.00	Slice	GPU-0	(64x256x30x30)(int32 4x1)(int32 4x1)->(64x256x28x28)
220	    26.51	    16.00	   424.20	     0.06	688368.65	    97.73	     0.00	     0.00	ApplyMomentum	GPU-0	(128x1)(128x1)(1x1)(int32 1x1)(128x1)(1x1)->(128x1)
221	   414.74	     1.00	   414.74	     0.06	688783.39	    97.78	131072.00	     0.32	Mul	GPU-0	(1x1x512x256)(1x1)->(1x1x512x256)
222	   137.06	     3.00	   411.18	     0.06	689194.57	    97.84	196608.00	     0.48	AddN	GPU-0	(1x1x512x128)(1x1x512x128)->(1x1x512x128)
223	   409.89	     1.00	   409.89	     0.06	689604.46	    97.90	6422528.00	    15.67	Mul	GPU-0	(64x2048x7x7)(1x1)->(64x2048x7x7)
224	    34.02	    12.00	   408.22	     0.06	690012.68	    97.96	     0.00	     0.00	ApplyMomentum	GPU-0	(1024x1)(1024x1)(1x1)(int32 1x1)(1024x1)(1x1)->(1024x1)
225	   405.36	     1.00	   405.36	     0.06	690418.04	    98.02	2097152.00	     5.17	Mul	GPU-0	(1x1x1024x2048)(1x1)->(1x1x1024x2048)
226	   387.78	     1.00	   387.78	     0.06	690805.82	    98.07	     0.00	     0.00	ReluGrad	GPU-0	(64x512x14x14)(64x512x14x14)->(64x512x14x14)
227	   386.70	     1.00	   386.70	     0.05	691192.52	    98.13	6150143.00	    15.90	L2Loss	GPU-0	(2048x1001)->(1x1)
228	   384.19	     1.00	   384.19	     0.05	691576.71	    98.18	     0.00	     0.00	Slice	GPU-0	(64x512x16x16)(int32 4x1)(int32 4x1)->(64x512x14x14)
229	   381.52	     1.00	   381.52	     0.05	691958.23	    98.24	     0.00	     0.00	Relu	GPU-0	(64x256x28x28)(256x1)(256x1)(256x1)(256x1)->(64x256x28x28)
230	   375.86	     1.01	   379.62	     0.05	692337.85	    98.29	     0.00	     0.00	MEMCPYDtoH	GPU-0	(Transfer)->(8 bytes)
231	   365.05	     1.00	   365.05	     0.05	692702.90	    98.34	6422528.00	    17.59	Mean	GPU-0	(64x2048x7x7)(int32 2x1)->(64x2048x1x1)
232	   363.85	     1.00	   363.85	     0.05	693066.75	    98.39	     0.00	     0.00	MEMCPYDtoD	GPU-0	(Transfer)->(8 bytes)
233	    71.68	     5.00	   358.39	     0.05	693425.14	    98.44	     0.00	     0.00	ApplyMomentum	GPU-0	(1x1x1024x256)(1x1x1024x256)(1x1)(int32 1x1)(1x1x1024x256)(1x1)->(1x1x1024x256)
234	   175.75	     2.00	   351.49	     0.05	693776.63	    98.49	     0.00	     0.00	ApplyMomentum	GPU-0	(1x1x2048x512)(1x1x2048x512)(1x1)(int32 1x1)(1x1x2048x512)(1x1)->(1x1x2048x512)
235	   346.15	     1.00	   346.15	     0.05	694122.78	    98.54	131072.00	     0.38	Mul	GPU-0	(1x1x256x512)(1x1)->(1x1x256x512)
236	    85.90	     4.00	   343.61	     0.05	694466.39	    98.59	589824.00	     1.72	AddN	GPU-0	(3x3x128x128)(3x3x128x128)->(3x3x128x128)
237	   342.10	     1.00	   342.10	     0.05	694808.49	    98.64	6422528.00	    18.77	AddN	GPU-0	(64x2048x7x7)(2048x1)(2048x1)(1x1)(1x1)(64x2048x7x7)(2048x1)(2048x1)(1x1)(1x1)->(64x2048x7x7)
238	   337.20	     1.00	   337.20	     0.05	695145.69	    98.69	     0.00	     0.00	ApplyMomentum	GPU-0	(1x1x1024x2048)(1x1x1024x2048)(1x1)(int32 1x1)(1x1x1024x2048)(1x1)->(1x1x1024x2048)
239	    28.06	    12.00	   336.76	     0.05	695482.45	    98.74	 12288.00	     0.04	AssignSub	GPU-0	(1024x1)(1024x1)->(1024x1)
240	    54.59	     6.00	   327.55	     0.05	695810.00	    98.78	     0.00	     0.00	ApplyMomentum	GPU-0	(1x1x256x1024)(1x1x256x1024)(1x1)(int32 1x1)(1x1x256x1024)(1x1)->(1x1x256x1024)
241	   327.41	     1.00	   327.41	     0.05	696137.41	    98.83	     0.00	     0.00	ApplyMomentum	GPU-0	(2048x1001)(2048x1001)(1x1)(int32 1x1)(2048x1001)(1x1)->(2048x1001)
242	   325.73	     1.00	   325.73	     0.05	696463.14	    98.88	  4096.00	     0.01	Mul	GPU-0	(1x1x64x64)(1x1)->(1x1x64x64)
243	    16.01	    20.00	   320.18	     0.05	696783.32	    98.92	     0.00	     0.00	ApplyMomentum	GPU-0	(512x1)(512x1)(1x1)(int32 1x1)(512x1)(1x1)->(512x1)
244	    79.32	     4.00	   317.29	     0.05	697100.61	    98.97	     0.00	     0.00	ApplyMomentum	GPU-0	(1x1x128x512)(1x1x128x512)(1x1)(int32 1x1)(1x1x128x512)(1x1)->(1x1x128x512)
245	   310.94	     1.00	   310.94	     0.04	697411.55	    99.01	     0.00	     0.00	Pad	GPU-0	(64x512x14x14)(int32 4x2)->(64x512x16x16)
246	   310.17	     1.00	   310.17	     0.04	697721.72	    99.05	     0.00	     0.00	FusedBatchNorm	GPU-0	(64x512x14x14)(512x1)(512x1)(1x1)(1x1)->(64x512x14x14)(512x1)(512x1)(512x1)(512x1)
247	   299.92	     1.00	   299.92	     0.04	698021.64	    99.10	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(256 bytes)
248	   275.93	     1.00	   275.93	     0.04	698297.57	    99.14	 64064.00	     0.23	Mul	GPU-0	(64x1)(64x1001)->(64x1001)
249	   270.53	     1.00	   270.53	     0.04	698568.10	    99.17	262406144.00	   969.97	MatMul	GPU-0	(64x1001)(2048x1001)->(64x2048)
250	   243.53	     1.00	   243.53	     0.03	698811.63	    99.21	     0.00	     0.00	Relu	GPU-0	(64x512x14x14)(512x1)(512x1)(512x1)(512x1)->(64x512x14x14)
251	   242.30	     1.00	   242.30	     0.03	699053.93	    99.24	131072.00	     0.54	AddN	GPU-0	(1x1x512x256)(1x1x512x256)->(1x1x512x256)
252	   231.44	     1.00	   231.44	     0.03	699285.37	    99.28	     0.00	     0.00	Cast	GPU-0	(boolean 5x1)->(int32 5x1)
253	   224.11	     1.00	   224.11	     0.03	699509.48	    99.31	     0.00	     0.00	Cast	GPU-0	(int64 1x1)->(int32 1x1)
254	   202.94	     1.00	   202.94	     0.03	699712.42	    99.34	  9408.00	     0.05	AddN	GPU-0	(7x7x3x64)(7x7x3x64)->(7x7x3x64)
255	   198.32	     1.00	   198.32	     0.03	699910.74	    99.36	  3002.00	     0.02	L2Loss	GPU-0	(1001x1)->(1x1)
256	   188.09	     1.00	   188.09	     0.03	700098.83	    99.39	2050048.00	    10.90	AddN	GPU-0	(2048x1001)(2048x1001)->(2048x1001)
257	     2.06	    90.00	   185.14	     0.03	700283.97	    99.42	     0.00	     0.00	VariableV2	GPU-0	(no input)->(256x1)
258	   182.72	     1.00	   182.72	     0.03	700466.69	    99.44	524288.00	     2.87	AddN	GPU-0	(1x1x1024x512)(1x1x1024x512)->(1x1x1024x512)
259	   177.91	     1.00	   177.91	     0.03	700644.60	    99.47	262406144.00	  1474.94	MatMul	GPU-0	(64x2048)(64x1001)->(2048x1001)
260	    28.52	     6.00	   171.11	     0.02	700815.71	    99.49	     0.00	     0.00	ApplyMomentum	GPU-0	(2048x1)(2048x1)(1x1)(int32 1x1)(2048x1)(1x1)->(2048x1)
261	   167.76	     1.00	   167.76	     0.02	700983.47	    99.52	     0.00	     0.00	ApplyMomentum	GPU-0	(1x1x1024x512)(1x1x1024x512)(1x1)(int32 1x1)(1x1x1024x512)(1x1)->(1x1x1024x512)
262	 13921.00	     0.01	   139.21	     0.02	701122.68	    99.54	     0.00	     0.00	ImageSummary	CPU-0	(string 1x1)(64x224x224x3)(int32 64x1)->(string 1x1)
263	   134.88	     1.00	   134.88	     0.02	701257.56	    99.56	262406144.00	  1945.48	MatMul	GPU-0	(64x2048)(2048x1001)->(64x1001)
264	     2.09	    60.00	   125.29	     0.02	701382.85	    99.57	     0.00	     0.00	VariableV2	GPU-0	(no input)->(512x1)
265	   123.91	     1.01	   125.15	     0.02	701508.00	    99.59	    63.63	     0.00	Sum	GPU-0	(64x1)(int32 1x1)->(1x1)
266	   109.39	     1.00	   109.39	     0.02	701617.39	    99.61	     1.00	     0.00	Add	GPU-0	(1x1)(1x1)->(1x1)
267	    27.00	     4.00	   107.99	     0.02	701725.38	    99.62	     0.00	     0.00	ApplyMomentum	GPU-0	(3x3x128x128)(3x3x128x128)(1x1)(int32 1x1)(3x3x128x128)(1x1)->(3x3x128x128)
268	    35.79	     3.00	   107.37	     0.02	701832.75	    99.64	     0.00	     0.00	ApplyMomentum	GPU-0	(1x1x512x128)(1x1x512x128)(1x1)(int32 1x1)(1x1x512x128)(1x1)->(1x1x512x128)
269	     0.94	   112.00	   105.72	     0.02	701938.47	    99.65	     0.00	     0.00	Const	GPU-0	(no input)->(int32 4x1)
270	     2.18	    48.00	   104.70	     0.01	702043.17	    99.67	     0.00	     0.00	VariableV2	GPU-0	(no input)->(128x1)
271	   102.45	     1.00	   102.45	     0.01	702145.62	    99.68	 64064.00	     0.63	BiasAdd	GPU-0	(64x1001)(1001x1)->(64x1001)
272	   102.33	     1.00	   102.33	     0.01	702247.95	    99.70	     0.00	     0.00	MEMCPYDtoH	GPU-0	(Transfer)->(5 bytes)
273	    95.77	     1.00	    95.77	     0.01	702343.72	    99.71	  4096.00	     0.04	AddN	GPU-0	(1x1x64x64)(1x1x64x64)->(1x1x64x64)
274	     2.26	    42.00	    94.99	     0.01	702438.71	    99.72	     0.00	     0.00	VariableV2	GPU-0	(no input)->(64x1)
275	     6.66	    14.00	    93.24	     0.01	702531.95	    99.74	     0.00	     0.00	ApplyMomentum	GPU-0	(64x1)(64x1)(1x1)(int32 1x1)(64x1)(1x1)->(64x1)
276	    92.71	     1.00	    92.71	     0.01	702624.66	    99.75	     0.00	     0.00	MEMCPYDtoH	GPU-0	(Transfer)->(20 bytes)
277	    88.84	     1.01	    89.73	     0.01	702714.39	    99.76	     0.00	     0.00	Select	GPU-0	(boolean 1x1)(1x1)(1x1)->(1x1)
278	    84.13	     1.00	    84.13	     0.01	702798.52	    99.77	     0.00	     0.00	ApplyMomentum	GPU-0	(1x1x512x1024)(1x1x512x1024)(1x1)(int32 1x1)(1x1x512x1024)(1x1)->(1x1x512x1024)
279	    15.11	     5.00	    75.54	     0.01	702874.06	    99.79	     5.00	     0.00	LessEqual	GPU-0	(int32 1x1)(int32 1x1)->(boolean 1x1)
280	     2.06	    36.00	    74.10	     0.01	702948.16	    99.80	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1024x1)
281	    73.85	     1.00	    73.85	     0.01	703022.01	    99.81	 63063.00	     0.85	BiasAddGrad	GPU-0	(64x1001)->(1001x1)
282	    18.05	     4.00	    72.22	     0.01	703094.23	    99.82	     4.00	     0.00	Greater	GPU-0	(int32 1x1)(int32 1x1)->(boolean 1x1)
283	    70.16	     1.00	    70.16	     0.01	703164.39	    99.83	     0.00	     0.00	ApplyMomentum	GPU-0	(1001x1)(1001x1)(1x1)(int32 1x1)(1001x1)(1x1)->(1001x1)
284	     0.95	    60.00	    56.95	     0.01	703221.34	    99.83	     0.00	     0.00	Identity	GPU-0	(256x1)->(256x1)
285	    17.19	     3.00	    51.57	     0.01	703272.91	    99.84	     0.00	     0.00	ApplyMomentum	GPU-0	(3x3x64x64)(3x3x64x64)(1x1)(int32 1x1)(3x3x64x64)(1x1)->(3x3x64x64)
286	    50.02	     1.00	    50.02	     0.01	703322.93	    99.85	     0.00	     0.00	IteratorGetNext	CPU-0	(tf_resource 1x1)->(64x224x224x3)(int32 64x1)
287	    46.49	     1.00	    46.49	     0.01	703369.42	    99.86	     0.00	     0.00	Iterator	CPU-0	(no input)->(tf_resource 1x1)
288	    44.79	     1.00	    44.79	     0.01	703414.21	    99.86	524288.00	    11.71	AddN	GPU-0	(1x1x512x1024)(1x1x512x1024)->(1x1x512x1024)
289	     2.16	    18.00	    38.94	     0.01	703453.15	    99.87	     0.00	     0.00	VariableV2	GPU-0	(no input)->(2048x1)
290	     0.97	    40.00	    38.72	     0.01	703491.87	    99.87	     0.00	     0.00	Identity	GPU-0	(512x1)->(512x1)
291	    37.68	     1.00	    37.68	     0.01	703529.55	    99.88	     4.00	     0.00	Sum	GPU-0	(int32 5x1)(int32 1x1)->(int32 1x1)
292	    17.93	     2.00	    35.86	     0.01	703565.41	    99.88	 32768.00	     0.91	AddN	GPU-0	(1x1x256x64)(1x1x256x64)->(1x1x256x64)
293	    35.04	     1.00	    35.04	     0.00	703600.45	    99.89	     1.00	     0.00	Snapshot	GPU-0	(int64 1x1)(int32 1x1)->(int64 1x1)
294	     1.02	    32.00	    32.63	     0.00	703633.08	    99.89	     0.00	     0.00	Identity	GPU-0	(128x1)->(128x1)
295	     2.36	    12.00	    28.36	     0.00	703661.44	    99.90	     0.00	     0.00	VariableV2	GPU-0	(no input)->(3x3x256x256)
