Op rank by total time	Time of 1 call, microseconds	Number of calls in 1 run	Total time in 1 run	% of total time	Cumulative time, microseconds	% of total cumulative time	Op name	Device	Input/output tensor dimensions
194	      1.1	29	     33.3	      0.0	 263309.0	     99.4	NextIteration	GPU-0	((int32) 1x1)((int32) 1x1)((type 10) 1x1)((int32) 2x1)((int32) 2x1)(128x128)(128x128)(1x1)((int32) 2x1)((int32) 2x1)((int32) 2x1)((int32) 2x1)(128x128)(128x128)((int32) 2x1)((int32) 2x1)(128x128)(128x128)((int32) 2x1)(128x256)(128x128)(128x128)((int32) 2x1)((int32) 2x1)(128x128)(128x128)((int32) 2x1)(128x128)((int32) 2x1)((int32) 2x1)(128x128)(128x128)((int32) 2x1)((int32) 2x1)((int32) 2x1)((int32) 2x1)(128x128)(128x128)((int32) 2x1)((int32) 2x1)(128x128)(128x128)((int32) 2x1)(128x256)(128x128)(128x128)((int32) 2x1)((int32) 2x1)(128x128)(128x128)((int32) 2x1)(128x128)((int32) 2x1)((int32) 2x1)(128x128)(128x128)((int32) 2x1)((int32) 2x1)((int32) 2x1)((int32) 2x1)(128x128)(128x128)((int32) 2x1)((int32) 2x1)(128x128)(128x128)((int32) 2x1)(128x256)(128x128)(128x128)((int32) 2x1)((int32) 2x1)(128x128)(128x128)((int32) 2x1)(128x128)->((int32) 1x1)
195	      1.1	29	     33.2	      0.0	 263342.2	     99.4	NextIteration	GPU-0	(128x128)((int32) 1x1)->(128x128)
196	      1.2	28	     32.6	      0.0	 263374.8	     99.4	StackPopV2	CPU-0	((int32) 2x1)->(1x1)
197	     16.2	2	     32.4	      0.0	 263407.2	     99.4	mul	GPU-0	(3712x128)(1x1)->(3712x128)
198	      1.0	30	     31.2	      0.0	 263438.4	     99.4	cond_grad	GPU-0	(128x128)((type 10) 1x1)->(128x128)
199	     30.5	1	     30.5	      0.0	 263468.9	     99.4	TensorArray	CPU-0	((int32) 1x1)->((type 20) 1x1)(1x1)
200	      1.0	30	     30.2	      0.0	 263499.1	     99.4	Const	GPU-0	((int32) 1x1)((int32) 1x1)->((int32) 1x1)
201	      1.0	30	     29.8	      0.0	 263528.9	     99.4	Switch	CPU-0	((int32) 1x1)((type 10) 1x1)->((int32) 1x1)
202	     14.8	2	     29.7	      0.0	 263558.6	     99.5	Prod	GPU-0	((int32) 2x1)(1x1)->((int32) 1x1)
203	      1.0	29	     28.5	      0.0	 263587.1	     99.5	GreaterEqual	GPU-0	(1x1)->(1x1)
204	     14.1	2	     28.1	      0.0	 263615.2	     99.5	Cast	GPU-0	((type 10) 128x29)->(128x29)
205	      0.9	30	     27.8	      0.0	 263643.0	     99.5	b_sync	GPU-0	((int32) 1x1)(128x128)((int32) 2x1)((int32) 2x1)(128x128)(128x128)(1x1)(1x1)((int32) 2x1)((int32) 2x1)((int32) 2x1)((int32) 2x1)(128x128)(128x128)((int32) 2x1)((int32) 2x1)(128x128)(128x128)((int32) 2x1)(128x256)(128x128)(128x128)((int32) 2x1)((int32) 2x1)(128x128)(128x128)((int32) 2x1)(128x128)((int32) 2x1)((int32) 2x1)(128x128)(128x128)((int32) 2x1)((int32) 2x1)((int32) 2x1)((int32) 2x1)(128x128)(128x128)((int32) 2x1)((int32) 2x1)(128x128)(128x128)((int32) 2x1)(128x256)(128x128)(128x128)((int32) 2x1)((int32) 2x1)(128x128)(128x128)((int32) 2x1)(128x128)((int32) 2x1)((int32) 2x1)(128x128)(128x128)((int32) 2x1)((int32) 2x1)((int32) 2x1)((int32) 2x1)(128x128)(128x128)((int32) 2x1)((int32) 2x1)(128x128)(128x128)((int32) 2x1)(128x256)(128x128)(128x128)((int32) 2x1)((int32) 2x1)(128x128)(128x128)((int32) 2x1)->(no output)
206	      0.9	30	     27.4	      0.0	 263670.4	     99.5	GreaterEqual	GPU-0	(1x1)((int32) 1x1)((type 10) 1x1)->(1x1)
207	     13.3	2	     26.7	      0.0	 263697.1	     99.5	transpose	GPU-0	(128x29)((int32) 2x1)->(29x128)
208	     12.9	2	     25.9	      0.0	 263723.0	     99.5	global_norm	GPU-0	(1x1)->(1x1)
209	      0.9	30	     25.8	      0.0	 263748.8	     99.5	b_sync	GPU-0	(1x1)((int32) 1x1)((type 10) 1x1)->(1x1)
210	      4.1	6	     24.5	      0.0	 263773.3	     99.5	b_acc	GPU-0	(1x1 Const)->(512x1)
211	      0.8	29	     24.3	      0.0	 263797.6	     99.5	Add	CPU-0	((int32) 1x1)->(1x1)
212	     24.2	1	     24.2	      0.0	 263821.8	     99.6	zeros	GPU-0	((int32) 2x1)(1x1)->(128x128)
213	     24.2	1	     24.2	      0.0	 263846.0	     99.6	truediv	GPU-0	(1x1)->(1x1)
214	      0.8	29	     23.4	      0.0	 263869.4	     99.6	Switch	CPU-0	(128x128)((type 10) 1x1)(1x1)((int32) 1x1)->(128x128)
215	      0.8	30	     23.1	      0.0	 263892.5	     99.6	Switch	CPU-0	(1x1)((int32) 1x1)((type 10) 1x1)->(1x1)
216	     11.2	2	     22.4	      0.0	 263914.9	     99.6	Minimum	GPU-0	(1x1)(1x1)->(1x1)
217	     11.2	2	     22.4	      0.0	 263937.3	     99.6	Sum	GPU-0	(29x128)(1x1)->(1x1)
218	     11.1	2	     22.1	      0.0	 263959.4	     99.6	pow	GPU-0	(1x1)(1x1)->(1x1)
219	     21.4	1	     21.4	      0.0	 263980.8	     99.6	RealDiv	GPU-0	(1x1)->(1x1)
220	      7.1	3	     21.4	      0.0	 264002.2	     99.6	strided_slice	GPU-0	(1|2|3x1)(1x1)((int32) 1x1)((int32) 1x1)->((int32) 1x1)
221	     21.0	1	     21.0	      0.0	 264023.2	     99.6	embedding_lookup	GPU-0	(7709x128)((int32) 29x128)((int32) 1x1)->(29x128x128)
222	      0.7	30	     20.5	      0.0	 264043.7	     99.6	f_sync	CPU-0	((int32) 1x1)((int32) 2x1)->(no output)
223	     10.1	2	     20.2	      0.0	 264063.9	     99.6	Tile	GPU-0	(1x1)(1|2|3x1)->(29x128)
224	     10.0	2	     20.0	      0.0	 264083.9	     99.7	f_acc	CPU-0	(1x1)->((type 20) 1x1)
225	      0.7	29	     19.1	      0.0	 264103.0	     99.7	Switch	CPU-0	((type 20) 1x1)((type 10) 1x1)->((type 20) 1x1)
226	      0.6	30	     19.1	      0.0	 264122.1	     99.7	b_sync	GPU-0	(128x128)((type 10) 128x1)(128x128)(128x128)(128x128)(128x128)(128x128)((int32) 2x1)((int32) 2x1)(128x128)(128x128)((int32) 2x1)((int32) 2x1)((int32) 2x1)((int32) 2x1)(128x128)((int32) 2x1)((int32) 2x1)(128x128)(128x128)((int32) 2x1)(128x256)(128x128)((int32) 2x1)((int32) 2x1)(128x128)(128x128)((int32) 2x1)(128x128)((int32) 2x1)((int32) 2x1)(128x128)(128x128)((int32) 2x1)((int32) 2x1)((int32) 2x1)((int32) 2x1)(128x128)((int32) 2x1)((int32) 2x1)(128x128)(128x128)((int32) 2x1)(128x256)(128x128)((int32) 2x1)((int32) 2x1)(128x128)(128x128)((int32) 2x1)(128x128)((int32) 2x1)((int32) 2x1)(128x128)(128x128)((int32) 2x1)((int32) 2x1)((int32) 2x1)((int32) 2x1)(128x128)((int32) 2x1)((int32) 2x1)(128x128)(128x128)((int32) 2x1)(128x256)(128x128)((int32) 2x1)((int32) 2x1)(128x128)(128x128)((int32) 2x1)(128x128)((int32) 1x1)->(no output)
227	      0.9	20	     18.9	      0.0	 264141.0	     99.7	Exit	GPU-0	(128x128)->(128x128)
228	      3.1	6	     18.9	      0.0	 264159.9	     99.7	bias	GPU-0	(1x1 Const)->(512x1)
229	      3.1	6	     18.5	      0.0	 264178.4	     99.7	kernel	GPU-0	(1x1 Const)->(256x512)
230	      0.6	29	     18.3	      0.0	 264196.7	     99.7	Sub	CPU-0	((int32) 1x1)->(1x1)
231	      1.8	10	     18.0	      0.0	 264214.7	     99.7	MEMCPYHtoD	GPU-0	(no input)->transfer 14848 bytes
232	      0.6	29	     17.8	      0.0	 264232.5	     99.7	Identity	CPU-0	((int32) 1x1)->(1x1)
233	      8.4	2	     16.9	      0.0	 264249.4	     99.7	mul	GPU-0	(29x128)(29x128)->(29x128)
234	      0.6	29	     16.8	      0.0	 264266.2	     99.7	y	CPU-0	(1x1)->(1x1)
235	      8.4	2	     16.8	      0.0	 264283.0	     99.7	Mul	GPU-0	(29x128)(29x128)->(29x128)
236	     16.3	1	     16.3	      0.0	 264299.3	     99.7	y	CPU-0	((int32) 1x1)->(1x1)
237	     15.5	1	     15.5	      0.0	 264314.8	     99.7	truediv	GPU-0	(1x1)(1x1)->(1x1)
238	      1.2	12	     14.8	      0.0	 264329.6	     99.7	Enter	GPU-0	(256x512)->(256x512)
239	      7.2	2	     14.3	      0.0	 264343.9	     99.8	Sum	GPU-0	((int32) 128x29)((int32) 128x29)((int32) 128x29)((int32) 128x1)((int32) 128x1)(1x1)->((int32) 1x1)
240	      0.5	30	     13.9	      0.0	 264357.8	     99.8	Switch	CPU-0	(1x1)->(1x1)
241	      1.2	12	     13.8	      0.0	 264371.6	     99.8	b_acc	GPU-0	(256x512)->(256x512)
242	     13.6	1	     13.6	      0.0	 264385.2	     99.8	TensorArray	GPU-0	(1x1)->((type 20) 1x1)(1x1)
243	      1.0	13	     13.4	      0.0	 264398.6	     99.8	b_exit	GPU-0	(128x128)->(128x128)
244	     13.2	1	     13.2	      0.0	 264411.8	     99.8	MergeSummary	CPU-0	((type 7) 1x1)((type 7) 1x1)((type 7) 1x1)((type 7) 1x1)->((type 7) 1x1)
245	      1.0	12	     12.3	      0.0	 264424.1	     99.8	b_acc	GPU-0	(512x1)->(512x1)
246	     12.1	1	     12.1	      0.0	 264436.2	     99.8	train_loss	CPU-0	((type 7) 1x1)(1x1)->((type 7) 1x1)
247	     12.0	1	     12.0	      0.0	 264448.2	     99.8	grad_norm	CPU-0	((type 7) 1x1)(1x1)->((type 7) 1x1)
248	     10.7	1	     10.7	      0.0	 264458.9	     99.8	clipped_gradient	CPU-0	((type 7) 1x1)(1x1)->((type 7) 1x1)
249	      1.7	6	     10.2	      0.0	 264469.1	     99.8	MEMCPYDtoH	GPU-0	(no input)->transfer 14848 bytes
250	      9.9	1	      9.9	      0.0	 264479.0	     99.8	Less	GPU-0	((int32) 1x1)(1x1)->((type 10) 1x1)
251	      9.8	1	      9.8	      0.0	 264488.8	     99.8	lr	CPU-0	((type 7) 1x1)(1x1)((int32) 1x1)->((type 7) 1x1)
252	      3.2	3	      9.7	      0.0	 264498.5	     99.8	Shape	GPU-0	(29x128x128)->((int32) 3x1)
253	      1.4	7	      9.5	      0.0	 264508.0	     99.8	Enter	GPU-0	(128x128)->(128x128)
254	      2.8	3	      8.4	      0.0	 264516.4	     99.8	Shape	GPU-0	(29x128)->((int32) 2x1)
255	      4.0	2	      8.1	      0.0	 264524.5	     99.8	strided_slice	GPU-0	(1|2|3x1)((int32) 1x1)((int32) 1x1)((int32) 1x1)->((int32) 1x1)
256	      1.3	6	      8.0	      0.0	 264532.5	     99.8	read	GPU-0	(256x512)->(256x512)
257	      7.9	1	      7.9	      0.0	 264540.4	     99.8	GatherV2	CPU-0	(1|2|3x1)((int32) 1x1)(1x1)->((int32) 1x1)
258	      1.3	6	      7.8	      0.0	 264548.2	     99.8	read	GPU-0	(512x1)->(512x1)
259	      1.9	4	      7.7	      0.0	 264555.9	     99.8	Enter	GPU-0	((type 20) 1x1)(1x1)->((type 20) 1x1)
260	      3.9	2	      7.7	      0.0	 264563.6	     99.8	Const	CPU-0	(1x1 Const)->((int32) 1x1)
261	      7.3	1	      7.3	      0.0	 264570.9	     99.8	Equal	GPU-0	(1x1)((int32) 128x29)((int32) 128x29)((int32) 128x29)((int32) 128x1)((int32) 128x1)->((type 10) 128x1)
262	      1.2	6	      7.2	      0.0	 264578.1	     99.8	Enter	GPU-0	(512x1)->(512x1)
263	      7.0	1	      7.0	      0.0	 264585.1	     99.8	Less	GPU-0	((int32) 1x1)((int32) 1x1)->((type 10) 1x1)
264	      7.0	1	      7.0	      0.0	 264592.1	     99.8	concat	GPU-0	(1|2|3x1)(1x1)(1x1)->((int32) 2x1)
265	      7.0	1	      7.0	      0.0	 264599.1	     99.8	concat	GPU-0	((int32) 2x1)(1x1)(1x1)->((int32) 3x1)
266	      6.7	1	      6.7	      0.0	 264605.8	     99.9	strided_slice	GPU-0	(1|2|3x1)(1x1)((int32) 1x1)((int32) 1x1)->((int32) 2x1)
267	      3.3	2	      6.6	      0.0	 264612.4	     99.9	_SOURCE	GPU-0	(1x1 Const)->(no output)
268	      3.3	2	      6.6	      0.0	 264619.0	     99.9	range	GPU-0	(1x1)((int32) 1x1)(1x1)->((int32) 29x1)
269	      1.1	6	      6.5	      0.0	 264625.5	     99.9	data	CPU-0	(1x1 Const)->((type 7) 1x1)
270	      6.4	1	      6.4	      0.0	 264631.9	     99.9	Max	GPU-0	((int32) 128x1)(1x1)->((int32) 1x1)
271	      6.1	1	      6.1	      0.0	 264638.0	     99.9	strided_slice	GPU-0	(29x128x128)((int32) 2x1)((int32) 2x1)((int32) 2x1)->(128x128)
272	      6.1	1	      6.1	      0.0	 264644.1	     99.9	Equal	GPU-0	(1|2|3x1)((int32) 1x1)->((type 10) 1x1)
273	      5.9	1	      5.9	      0.0	 264650.0	     99.9	stack	GPU-0	((int32) 1x1)((int32) 1x1)->((int32) 2x1)
274	      5.8	1	      5.8	      0.0	 264655.8	     99.9	Size	GPU-0	((int32) 29x128)->((int32) 1x1)
275	      1.8	3	      5.5	      0.0	 264661.3	     99.9	stack	GPU-0	(1x1 Const)->((int32) 1x1)
276	      5.5	1	      5.5	      0.0	 264666.8	     99.9	concat	GPU-0	(1|2|3x1)((int32) 1x1)((int32) 1x1)->((int32) 2x1)
277	      5.4	1	      5.4	      0.0	 264672.2	     99.9	sub	GPU-0	((int32) 1x1)->((int32) 1x1)
278	      2.7	2	      5.4	      0.0	 264677.6	     99.9	Reciprocal	GPU-0	(no input)->(no output)
279	      1.3	4	      5.2	      0.0	 264682.8	     99.9	Enter	GPU-0	((int32) 1x1)->((int32) 1x1)
280	      2.6	2	      5.2	      0.0	 264688.0	     99.9	Sqrt	GPU-0	(no input)->(no output)
281	      1.7	3	      5.1	      0.0	 264693.1	     99.9	dim	GPU-0	(1x1 Const)->((int32) 1x1)
282	      5.1	1	      5.1	      0.0	 264698.2	     99.9	Shape	GPU-0	((int32) 128x1)->((int32) 1x1)
283	      1.2	4	      4.9	      0.0	 264703.1	     99.9	b_acc	GPU-0	(1x1)->(1x1)
284	      4.9	1	      4.9	      0.0	 264708.0	     99.9	concat	CPU-0	(1|2|3x1)((int32) 1x1)((int32) 1x1)->((int32) 2x1)
285	      4.8	1	      4.8	      0.0	 264712.8	     99.9	Iterator	CPU-0	(1x1 Const)->((type 20) 1x1)
286	      2.4	2	      4.8	      0.0	 264717.6	     99.9	MEMCPYHtoD	GPU-0	(no input)->transfer 3712 bytes
287	      1.2	4	      4.7	      0.0	 264722.3	     99.9	f_count	GPU-0	((int32) 1x1)->((int32) 1x1)
288	      4.7	1	      4.7	      0.0	 264727.0	     99.9	Shape	GPU-0	((int32) 29x128)->((int32) 2x1)
289	      4.6	1	      4.6	      0.0	 264731.6	     99.9	Switch	CPU-0	(1x1 Const)->(1x1)
290	      2.3	2	      4.6	      0.0	 264736.2	     99.9	Assert	CPU-0	(no output)->(1x1)
291	      4.5	1	      4.5	      0.0	 264740.7	     99.9	ScatterSub	CPU-0	(17191x128)->(1x1)
292	      1.5	3	      4.4	      0.0	 264745.1	     99.9	Enter	GPU-0	(1x1)->(1x1)
293	      2.2	2	      4.4	      0.0	 264749.5	     99.9	Cast	GPU-0	(no input)->(no output)
294	      4.3	1	      4.3	      0.0	 264753.8	     99.9	embedding_decoder	CPU-0	(1x1 Const)->(17191x128)
295	      4.2	1	      4.2	      0.0	 264758.0	     99.9	Prod	GPU-0	((int32) 1x1)(1x1)->((int32) 1x1)
296	      2.1	2	      4.2	      0.0	 264762.2	     99.9	MEMCPYHtoD	GPU-0	(no input)->transfer 2 bytes
297	      4.1	1	      4.1	      0.0	 264766.3	     99.9	GatherV2	CPU-0	(1|2|3x1)((int32) 2x1)(1x1)->((int32) 2x1)
298	      1.3	3	      4.0	      0.0	 264770.3	     99.9	stack	GPU-0	(1x1)->((int32) 1x1)
299	      3.9	1	      3.9	      0.0	 264774.2	     99.9	Equal	GPU-0	(1|2|3x1)((int32) 2x1)->((type 10) 2x1)
300	      1.9	2	      3.8	      0.0	 264778.0	     99.9	Const	GPU-0	(1x1 Const)->(1x1)
301	      3.7	1	      3.7	      0.0	 264781.7	     99.9	Shape	GPU-0	(29x128x17191)(1x1)->((int32) 3x1)
302	      3.7	1	      3.7	      0.0	 264785.4	     99.9	shape	GPU-0	((int32) 1x1)((int32) 1x1)->((int32) 2x1)
303	      1.9	2	      3.7	      0.0	 264789.1	     99.9	Reshape	GPU-0	(29x128x128)((int32) 2x1)->(3712x128)
304	      3.7	1	      3.7	      0.0	 264792.8	     99.9	ExpandDims	GPU-0	((int32) 128x29)((int32) 128x29)((int32) 128x29)((int32) 128x1)((int32) 128x1)((int32) 1x1)->((int32) 128x1)
305	      1.2	3	      3.6	      0.0	 264796.4	     99.9	MEMCPYDtoD	GPU-0	(no input)->(no output)
306	      3.6	1	      3.6	      0.0	 264800.0	     99.9	Size	CPU-0	((int32) 128x29)((int32) 128x29)((int32) 128x29)((int32) 128x1)((int32) 128x1)->((int32) 1x1)
307	      1.2	3	      3.6	      0.0	 264803.6	     99.9	MEMCPYHtoD	GPU-0	(no input)->(no output)
308	      3.5	1	      3.5	      0.0	 264807.1	     99.9	Shape	CPU-0	(29x128x128)->((int32) 3x1)
309	      3.5	1	      3.5	      0.0	 264810.6	     99.9	TensorArraySizeV3	GPU-0	((type 20) 1x1)(1x1)(1x1)->((int32) 1x1)
310	      1.1	3	      3.4	      0.0	 264814.0	     99.9	stack	GPU-0	(1x1 Const)->((int32) 2x1)
311	      1.6	2	      3.3	      0.0	 264817.3	     99.9	Switch	GPU-0	((type 10) 1x1)((type 10) 1x1)->((type 10) 1x1)
312	      1.6	2	      3.3	      0.0	 264820.6	     99.9	b_acc	GPU-0	(1x1 Const)->(1x1)
313	      3.2	1	      3.2	      0.0	 264823.8	     99.9	Range	GPU-0	(1x1)((int32) 1x1)(1x1)->((int32) 29x1)
314	      3.2	1	      3.2	      0.0	 264827.0	     99.9	Maximum	GPU-0	(1x1)((int32) 1x1)->((int32) 1x1)
315	      3.2	1	      3.2	      0.0	 264830.2	     99.9	Size	CPU-0	((int32) 29x128)->((int32) 1x1)
316	      3.2	1	      3.2	      0.0	 264833.4	     99.9	add	GPU-0	((int32) 1x1)(?)->((int32) 1x1)
317	      3.0	1	      3.0	      0.0	 264836.4	     99.9	GreaterEqual	GPU-0	((type 10) 128x1)->(1x1)
318	      1.4	2	      2.9	      0.0	 264839.3	     99.9	Assert	GPU-0	(no output)->(1x1)
319	      2.9	1	      2.9	      0.0	 264842.2	     99.9	Variable	CPU-0	(1x1 Const)->((int32) 1x1)
320	      2.9	1	      2.9	      0.0	 264845.1	     99.9	All	GPU-0	((type 10) 1x1)(1x1)->((type 10) 1x1)
321	      2.9	1	      2.9	      0.0	 264848.0	     99.9	Reshape	GPU-0	(3712x1)(3712x17191)(1|2|3x1)->(29x128)
322	      1.4	2	      2.7	      0.0	 264850.7	     99.9	b_count	GPU-0	(1x1 Const)->((int32) 1x1)
323	      1.4	2	      2.7	      0.0	 264853.4	     99.9	f_count	GPU-0	(1x1 Const)->((int32) 1x1)
324	      0.7	4	      2.7	      0.0	 264856.1	     99.9	Enter	CPU-0	((type 20) 1x1)->((type 20) 1x1)
325	      2.6	1	      2.6	      0.0	 264858.7	     99.9	ScatterSub	GPU-0	(17191x128)->(1x1)
326	      2.6	1	      2.6	      0.0	 264861.3	     99.9	Shape	GPU-0	(3712x1)(3712x17191)->((int32) 1x1)
327	      2.6	1	      2.6	      0.0	 264863.9	     99.9	Minimum	GPU-0	((int32) 1x1)((int32) 1x1)->((int32) 1x1)
328	      2.6	1	      2.6	      0.0	 264866.5	     99.9	range	GPU-0	((int32) 1x1)((int32) 1x1)((int32) 1x1)->((int32) 29x1)
329	      2.6	1	      2.6	      0.0	 264869.1	     99.9	Reshape	GPU-0	(1x1)((int32) 2x1)->(1x1)
330	      2.5	1	      2.5	      0.0	 264871.6	    100.0	Shape	GPU-0	(3712x17191)->((int32) 2x1)
331	      2.5	1	      2.5	      0.0	 264874.1	    100.0	AddN	CPU-0	(1x1)(1x1)((int32) 1x1)->(1x1)
332	      2.5	1	      2.5	      0.0	 264876.6	    100.0	RealDiv	GPU-0	(no input)->(no output)
333	      2.5	1	      2.5	      0.0	 264879.1	    100.0	IteratorGetNext	CPU-0	((int32) 128x29)((int32) 128x29)((int32) 128x29)((int32) 128x1)((int32) 128x1)->(1x1)
334	      2.4	1	      2.4	      0.0	 264881.5	    100.0	sequence_length	GPU-0	((int32) 128x29)((int32) 128x29)((int32) 128x29)((int32) 128x1)((int32) 128x1)->((int32) 128x1)
335	      2.4	1	      2.4	      0.0	 264883.9	    100.0	ExpandDims	GPU-0	(3712x1)((int32) 1x1)->(3712x1)
336	      2.4	1	      2.4	      0.0	 264886.3	    100.0	ExpandDims	GPU-0	((int32) 1x1)((int32) 1x1)->((int32) 1x1)
337	      2.3	1	      2.3	      0.0	 264888.6	    100.0	Merge	GPU-0	(1|2|3x1)(1x1)->(1x1)((int32) 1x1)
338	      2.3	1	      2.3	      0.0	 264890.9	    100.0	update	GPU-0	(no output)->(1x1)
339	      2.3	1	      2.3	      0.0	 264893.2	    100.0	ExpandDims	GPU-0	((int32) 1x1)(1x1)->((int32) 1x1)
340	      2.3	1	      2.3	      0.0	 264895.5	    100.0	Merge	GPU-0	(1x1)(?)->(1x1)((int32) 1x1)
341	      2.3	1	      2.3	      0.0	 264897.8	    100.0	Fill	GPU-0	(no input)->(no output)
342	      2.2	1	      2.2	      0.0	 264900.0	    100.0	stack	GPU-0	((int32) 1x1)((int32) 1x1)->((int32) 1x1)
343	      2.2	1	      2.2	      0.0	 264902.2	    100.0	kernel	GPU-0	(1x1 Const)->(128x17191)
344	      2.2	1	      2.2	      0.0	 264904.4	    100.0	truediv	GPU-0	(1x1 Const)->(1x1)
345	      2.2	1	      2.2	      0.0	 264906.6	    100.0	GradientDescent	CPU-0	((int32) 1x1)((int32) 1x1)->((int32) 1x1)
346	      1.1	2	      2.2	      0.0	 264908.8	    100.0	Enter	GPU-0	(1x1)->((int32) 1x1)
347	      1.1	2	      2.2	      0.0	 264911.0	    100.0	shape	GPU-0	(1x1)->((int32) 1x1)
348	      2.1	1	      2.1	      0.0	 264913.1	    100.0	cond_grad	CPU-0	(1x1)(?)->(1x1)((int32) 1x1)
349	      2.1	1	      2.1	      0.0	 264915.2	    100.0	switch_f	GPU-0	((type 10) 1x1)->(1x1)
350	      2.1	1	      2.1	      0.0	 264917.3	    100.0	BroadcastGradientArgs	GPU-0	(1|2|3x1)(1|2|3x1)->((int32) 1x1)((int32) 1x1)
351	      1.0	2	      2.0	      0.0	 264919.3	    100.0	MEMCPYHtoD	GPU-0	(no input)->transfer 8 bytes
352	      2.0	1	      2.0	      0.0	 264921.3	    100.0	Sum	GPU-0	(29x128)(1x1)->(29x128)
353	      0.9	2	      1.9	      0.0	 264923.2	    100.0	b_count	GPU-0	((int32) 1x1)->((int32) 1x1)
354	      1.9	1	      1.9	      0.0	 264925.1	    100.0	Switch	GPU-0	(128x128)((type 10) 1x1)->(128x128)
355	      1.9	1	      1.9	      0.0	 264927.0	    100.0	Enter	GPU-0	((int32) 128x29)((int32) 128x29)((int32) 128x29)((int32) 128x1)((int32) 128x1)->((int32) 128x1)
356	      1.9	1	      1.9	      0.0	 264928.9	    100.0	IteratorGetNext	GPU-0	((int32) 128x29)((int32) 128x29)((int32) 128x29)((int32) 128x1)((int32) 128x1)->(1x1)
357	      1.9	1	      1.9	      0.0	 264930.8	    100.0	value	CPU-0	(1x1)->((int32) 1x1)
358	      1.9	1	      1.9	      0.0	 264932.7	    100.0	ExpandDims	CPU-0	((int32) 1x1)((int32) 1x1)->((int32) 1x1)
359	      1.9	1	      1.9	      0.0	 264934.6	    100.0	global_norm	CPU-0	(1x1)->(no output)
360	      1.9	1	      1.9	      0.0	 264936.5	    100.0	truediv	CPU-0	(1x1)->(no output)
361	      1.8	1	      1.8	      0.0	 264938.3	    100.0	Reshape	GPU-0	((int32) 29x128)((int32) 1x1)->((int32) 3712x1)
362	      1.8	1	      1.8	      0.0	 264940.1	    100.0	Reshape	GPU-0	((int32) 29x128)(1|2|3x1)->((int32) 3712x1)
363	      1.8	1	      1.8	      0.0	 264941.9	    100.0	Enter	GPU-0	((type 10) 128x1)->((type 10) 128x1)
364	      1.7	1	      1.7	      0.0	 264943.6	    100.0	Tensordot	GPU-0	(3712x17191)((int32) 3x1)->(29x128x17191)
365	      1.7	1	      1.7	      0.0	 264945.3	    100.0	Shape	GPU-0	(29x128x17191)->((int32) 3x1)
366	      1.7	1	      1.7	      0.0	 264947.0	    100.0	Reshape	CPU-0	((int32) 29x128)(1|2|3x1)->((int32) 3712x1)
367	      1.6	1	      1.6	      0.0	 264948.6	    100.0	index	CPU-0	(1x1)->((int32) 1x1)
368	      1.6	1	      1.6	      0.0	 264950.2	    100.0	Reshape	CPU-0	(29x128x128)((int32) 2x1)->(3712x128)
369	      1.6	1	      1.6	      0.0	 264951.8	    100.0	Exp	GPU-0	(1x1 Const)->(1x1)
370	      1.5	1	      1.5	      0.0	 264953.3	    100.0	_retval_Variable	CPU-0	((int32) 1x1)->(no output)
371	      1.5	1	      1.5	      0.0	 264954.8	    100.0	sub	GPU-0	(128x29)->((int32) 2x1)
372	      1.5	1	      1.5	      0.0	 264956.3	    100.0	sub	GPU-0	(1x1)->((int32) 2x1)
373	      1.5	1	      1.5	      0.0	 264957.8	    100.0	CheckSeqLen	GPU-0	((int32) 128x1)(1x1)->((int32) 128x1)
374	      1.5	1	      1.5	      0.0	 264959.3	    100.0	Reshape	GPU-0	(3712x128)(1|2|3x1)->(29x128x128)
375	      1.4	1	      1.4	      0.0	 264960.7	    100.0	Const	GPU-0	(1x1 Const)->((int32) 2x1)
376	      1.4	1	      1.4	      0.0	 264962.1	    100.0	Enter	GPU-0	((int32) 128x1)->((int32) 128x1)
377	      1.4	1	      1.4	      0.0	 264963.5	    100.0	stack_const_axis	GPU-0	((int32) 1x1)->((int32) 1x1)
378	      1.4	1	      1.4	      0.0	 264964.9	    100.0	read	GPU-0	(7709x128)->(7709x128)
379	      1.4	1	      1.4	      0.0	 264966.3	    100.0	MergeSummary	CPU-0	((type 7) 1x1)->(no output)
380	      1.3	1	      1.3	      0.0	 264967.6	    100.0	strided_slice	CPU-0	(1x1 Const)->((int32) 1x1)
381	      1.3	1	      1.3	      0.0	 264968.9	    100.0	b_exit	GPU-0	(1x1)->(1x1)
382	      1.3	1	      1.3	      0.0	 264970.2	    100.0	switch_f	GPU-0	((type 10) 1x1)->((type 10) 1x1)
383	      1.3	1	      1.3	      0.0	 264971.5	    100.0	Enter	GPU-0	(128x128)((int32) 1x1)->(128x128)
384	      1.2	1	      1.2	      0.0	 264972.7	    100.0	dim	CPU-0	(1x1 Const)->((int32) 1x1)
385	      1.2	1	      1.2	      0.0	 264973.9	    100.0	delta	GPU-0	(1x1 Const)->((int32) 1x1)
386	      1.2	1	      1.2	      0.0	 264975.1	    100.0	strided_slice	GPU-0	(1x1 Const)->((int32) 1x1)
387	      1.2	1	      1.2	      0.0	 264976.3	    100.0	Reshape	GPU-0	(3712x17191)(1|2|3x1)->(3712x17191)
