Op rank by total time	Time of 1 call, microseconds	Number of calls in 1 run	Total time in 1 run	% of total time	Cumulative time, microseconds	% of total cumulative time	(FL)OPs in RegisterStatistics	GFLOP/S achieved	Op name	Device	Input/output tensors
171	    65.38	     2.00	   130.75	     0.10	119676.78	    91.09	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(int32 3x1)->(int32 3x1)
172	   550.52	     0.23	   126.62	     0.10	119803.40	    91.19	     0.00	     0.00	Softmax	GPU-0	(128x29)->(128x29)
173	   126.16	     1.00	   126.16	     0.10	119929.56	    91.29	     0.00	     0.00	All	GPU-0	(boolean 128x1)(int32 1x1)(int32 1x1)->(boolean 1x1)
174	  1141.91	     0.11	   125.61	     0.10	120055.17	    91.38	     0.00	     0.00	MatMul	GPU-0	(1152x128)(1152x17191)->(128x17191)
175	   294.33	     0.42	   123.62	     0.09	120178.79	    91.48	     0.00	     0.00	Mul	GPU-0	(128x39)(128x39)->(128x39)
176	  1333.44	     0.09	   120.01	     0.09	120298.80	    91.57	     0.00	     0.00	Mul	GPU-0	(6528x1)(6528x17191)->(6528x17191)
177	     9.07	    13.00	   117.86	     0.09	120416.66	    91.66	     0.00	     0.00	Const	CPU-0	(no input)->(1x1)
178	    57.03	     2.00	   114.07	     0.09	120530.73	    91.74	     0.00	     0.00	Identity	GPU-0	(int32 1x1)->(int32 1x1)
179	   113.22	     1.00	   113.22	     0.09	120643.95	    91.83	2200448.00	    19.44	Mul	GPU-0	(128x17191)(1x1)->(128x17191)
180	    22.48	     5.00	   112.39	     0.09	120756.34	    91.92	     0.00	     0.00	Switch	GPU-0	(1x1)(boolean 1x1)->(1x1)
181	  2794.00	     0.04	   111.76	     0.09	120868.10	    92.00	     0.00	     0.00	MatMul	GPU-0	(4864x128)(4864x17191)->(128x17191)
182	   109.45	     1.00	   109.45	     0.08	120977.55	    92.08	     0.00	     0.00	Merge	CPU-0	(1x1)(1x1)->(1x1)(int32 1x1)
183	  1555.00	     0.07	   108.85	     0.08	121086.40	    92.17	     0.00	     0.00	Softmax	GPU-0	(128x49)->(128x49)
184	    36.20	     3.00	   108.61	     0.08	121195.01	    92.25	     0.00	     0.00	Snapshot	GPU-0	(128x128)->(128x128)
185	   108.08	     1.00	   108.08	     0.08	121303.09	    92.33	     0.00	     0.00	LogicalOr	GPU-0	(boolean 128x1)(boolean 128x1)->(boolean 128x1)
186	    54.02	     2.00	   108.05	     0.08	121411.14	    92.41	13202686.00	   122.19	L2Loss	GPU-0	(128x17191)->(1x1)
187	    26.81	     4.00	   107.24	     0.08	121518.38	    92.50	     4.00	     0.00	Equal	GPU-0	(int32 1x1)(int32 1x1)->(boolean 1x1)
188	   106.57	     1.00	   106.57	     0.08	121624.95	    92.58	     0.00	     0.00	Merge	GPU-0	(1)(int32 1x1)->(int32 1x1)(int32 1x1)
189	    52.76	     2.00	   105.52	     0.08	121730.47	    92.66	     2.00	     0.00	Sub	GPU-0	(int32 1x1)(int32 1x1)->(int32 1x1)
190	   103.24	     1.00	   103.24	     0.08	121833.71	    92.74	     0.00	     0.00	Slice	GPU-0	(128x384)(int32 2x1)(int32 2x1)(int32 2x1)(int32 2x1)->(128x256)
191	   103.17	     1.00	   103.17	     0.08	121936.88	    92.81	     0.00	     0.00	LogicalNot	GPU-0	(boolean 1x1)->(boolean 1x1)
192	   102.15	     1.00	   102.15	     0.08	122039.03	    92.89	     0.00	     0.00	Shape	GPU-0	(128x1x128)->(int32 3x1)
193	 10069.00	     0.01	   100.69	     0.08	122139.72	    92.97	     0.00	     0.00	SparseSoftmaxCrossEntropyWithLogits	GPU-0	(2304x17191)(int32 2304x1)->(2304x1)(2304x17191)
194	    49.47	     2.00	    98.93	     0.08	122238.65	    93.04	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(int32 3x1)
195	    23.94	     4.00	    95.75	     0.07	122334.40	    93.12	     0.00	     0.00	NextIteration	GPU-0	(512x1)->(512x1)
196	    23.73	     4.00	    94.92	     0.07	122429.32	    93.19	     0.00	     0.00	Switch	GPU-0	(128x128)(boolean 1x1)->(128x128)
197	    90.86	     1.00	    90.86	     0.07	122520.18	    93.26	     0.00	     0.00	Merge	GPU-0	(256x128)(256x128)->(256x128)(int32 1x1)
198	    90.75	     1.00	    90.75	     0.07	122610.93	    93.33	     0.00	     0.00	Floor	GPU-0	(128x256)->(128x256)
199	  2238.00	     0.04	    89.52	     0.07	122700.45	    93.40	     0.00	     0.00	Mul	GPU-0	(4864x1)(4864x17191)->(4864x17191)
200	    87.65	     1.00	    87.65	     0.07	122788.10	    93.46	     1.00	     0.00	Add	GPU-0	(1x1)(1x1)(int32 1x1)->(1x1)
201	    87.49	     1.00	    87.49	     0.07	122875.59	    93.53	     0.00	     0.00	Slice	GPU-0	(128x384)(int32 2x1)(int32 2x1)->(128x128)
202	    29.03	     3.00	    87.10	     0.07	122962.69	    93.59	     0.00	     0.00	NextIteration	GPU-0	(256x512)->(256x512)
203	    86.28	     1.00	    86.28	     0.07	123048.97	    93.66	     0.00	     0.00	Merge	GPU-0	(384x512)(384x512)->(384x512)(int32 1x1)
204	    85.24	     1.00	    85.24	     0.06	123134.21	    93.73	     0.00	     0.00	ExpandDims	GPU-0	(int32 128x1)(int32 1x1)->(int32 128x1)
205	   765.27	     0.11	    84.18	     0.06	123218.39	    93.79	     0.00	     0.00	Mul	GPU-0	(1152x1)(1152x17191)->(1152x17191)
206	    58.65	     1.42	    83.28	     0.06	123301.67	    93.85	     0.00	     0.00	TensorArrayScatterV3	GPU-0	(tf_resource 1x1)(1x1)(int32 19x1)(19x128x128)(1x1)->(1x1)
207	  8265.00	     0.01	    82.65	     0.06	123384.32	    93.92	     0.00	     0.00	MatMul	GPU-0	(5888x128)(128x17191)->(5888x17191)
208	   249.55	     0.33	    82.35	     0.06	123466.67	    93.98	     0.00	     0.00	Less	GPU-0	(int32 9x1)(int32 128x1)->(boolean 128x9)
209	    91.09	     0.90	    81.98	     0.06	123548.65	    94.04	     0.00	     0.00	TensorArrayScatterV3	GPU-0	(tf_resource 1x1)(1x1)(int32 29x1)(29x128x128)(1x1)->(1x1)
210	    19.24	     4.00	    76.96	     0.06	123625.61	    94.10	     0.00	     0.00	TensorArrayGradV3	GPU-0	(tf_resource 1x1)(1x1)(1x1)->(tf_resource 1x1)(1x1)
211	    19.19	     4.00	    76.76	     0.06	123702.37	    94.16	     0.00	     0.00	Switch	GPU-0	(512x1)(int32 1x1)(boolean 1x1)->(512x1)
212	   208.97	     0.36	    75.23	     0.06	123777.60	    94.22	     0.00	     0.00	Softmax	GPU-0	(128x19)->(128x19)
213	   357.76	     0.21	    75.13	     0.06	123852.73	    94.27	     0.00	     0.00	Mul	GPU-0	(1x1)(128x49)->(128x49)
214	    73.98	     1.00	    73.98	     0.06	123926.71	    94.33	     0.00	     0.00	MEMCPYDtoH	GPU-0	(Transfer)->(128 bytes)
215	    73.02	     1.00	    73.02	     0.06	123999.73	    94.38	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(boolean 1x1)->(boolean 1x1)
216	    79.31	     0.90	    71.38	     0.05	124071.11	    94.44	     0.00	     0.00	TensorArrayGatherV3	GPU-0	(tf_resource 1x1)(1x1)(int32 29x1)(1x1)->(29x128x128)
217	   319.14	     0.22	    70.21	     0.05	124141.32	    94.49	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x9)(128x9x128)->(128x1x128)
218	    68.53	     1.00	    68.53	     0.05	124209.85	    94.54	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(boolean 128x1)
219	    68.07	     1.00	    68.07	     0.05	124277.92	    94.60	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(128x384)->(128x384)
220	  6551.00	     0.01	    65.51	     0.05	124343.43	    94.65	     0.00	     0.00	IteratorGetNext	CPU-0	(tf_resource 1x1)->(int32 128x19)(int32 128x18)(int32 128x18)(int32 128x1)(int32 128x1)
221	    21.65	     3.00	    64.94	     0.05	124408.37	    94.70	     0.00	     0.00	Switch	GPU-0	(256x512)(int32 1x1)(boolean 1x1)->(256x512)
222	    44.79	     1.44	    64.50	     0.05	124472.87	    94.74	     0.00	     0.00	Shape	GPU-0	(128x19)->(int32 2x1)
223	    64.50	     1.00	    64.50	     0.05	124537.37	    94.79	     0.00	     0.00	Squeeze	GPU-0	(128x1x128)->(128x128)
224	  6444.00	     0.01	    64.44	     0.05	124601.81	    94.84	     0.00	     0.00	MatMul	GPU-0	(5888x128)(5888x17191)->(128x17191)
225	    31.95	     2.00	    63.90	     0.05	124665.71	    94.89	     0.00	     0.00	Reshape	GPU-0	(128x256)(int32 2x1)->(128x256)
226	    68.65	     0.92	    63.16	     0.05	124728.87	    94.94	     0.00	     0.00	Shape	GPU-0	(128x29)->(int32 2x1)
227	    62.77	     1.00	    62.77	     0.05	124791.64	    94.99	     0.00	     0.00	ExpandDims	GPU-0	(128x128)(int32 1x1)->(128x1x128)
228	    62.56	     1.00	    62.56	     0.05	124854.20	    95.03	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(128x384)
229	    62.28	     1.00	    62.28	     0.05	124916.48	    95.08	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(boolean 128x1)->(boolean 128x1)
230	   119.75	     0.52	    62.27	     0.05	124978.75	    95.13	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(4992 bytes)
231	    59.95	     1.00	    59.95	     0.05	125038.70	    95.18	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(128x1x128)->(128x1x128)
232	    86.81	     0.69	    59.90	     0.05	125098.60	    95.22	     0.00	     0.00	Mul	GPU-0	(128x29)(128x29)->(128x29)
233	  1157.40	     0.05	    57.87	     0.04	125156.47	    95.26	     0.00	     0.00	Mul	GPU-0	(6272x1)(6272x17191)->(6272x17191)
234	   275.48	     0.21	    57.85	     0.04	125214.32	    95.31	     0.00	     0.00	Mul	GPU-0	(128x49)(128x49)->(128x49)
235	   411.07	     0.14	    57.55	     0.04	125271.87	    95.35	     0.00	     0.00	Softmax	GPU-0	(128x39)->(128x39)
236	   260.05	     0.22	    57.21	     0.04	125329.08	    95.40	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x9)(128x1x128)->(128x9x128)
237	    81.97	     0.69	    56.56	     0.04	125385.64	    95.44	     0.00	     0.00	Mul	GPU-0	(1x1)(128x29)->(128x29)
238	    22.05	     2.49	    54.90	     0.04	125440.54	    95.48	     0.00	     0.00	Range	GPU-0	(int32 1x1)(int32 1x1)(int32 1x1)->(int32 19x1)
239	   388.14	     0.14	    54.34	     0.04	125494.88	    95.52	     0.00	     0.00	Select	GPU-0	(boolean 128x49)(128x49)(128x49)->(128x49)
240	   196.30	     0.27	    53.00	     0.04	125547.88	    95.56	     0.00	     0.00	Mul	GPU-0	(128x50)(128x50)->(128x50)
241	   755.29	     0.07	    52.87	     0.04	125600.75	    95.60	     0.00	     0.00	Sum	GPU-0	(128x49)(int32 2x1)(int32 1x1)->(1x1)
242	    52.28	     1.00	    52.28	     0.04	125653.03	    95.64	     0.00	     0.00	Switch	GPU-0	(int32 1x1)(boolean 1x1)->(int32 1x1)
243	   189.78	     0.27	    51.24	     0.04	125704.27	    95.68	     0.00	     0.00	Mul	GPU-0	(1x1)(128x50)->(128x50)
244	    47.06	     1.08	    50.83	     0.04	125755.10	    95.72	     0.00	     0.00	Mul	GPU-0	(1x1)(128x19)->(128x19)
245	    46.21	     1.08	    49.91	     0.04	125805.01	    95.76	     0.00	     0.00	Mul	GPU-0	(128x19)(128x19)->(128x19)
246	   116.74	     0.42	    49.03	     0.04	125854.04	    95.80	     0.00	     0.00	Mul	GPU-0	(1x1)(128x39)->(128x39)
247	    48.98	     1.00	    48.98	     0.04	125903.02	    95.83	     0.00	     0.00	Snapshot	GPU-0	(128x256)->(128x256)
248	    70.96	     0.69	    48.96	     0.04	125951.98	    95.87	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(128x29)->(128x29)
249	    45.26	     1.08	    48.88	     0.04	126000.86	    95.91	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(128x19)->(128x19)
250	    48.05	     1.00	    48.05	     0.04	126048.91	    95.94	     0.00	     0.00	NextIteration	GPU-0	(boolean 128x1)->(boolean 128x1)
251	    47.98	     1.00	    47.98	     0.04	126096.89	    95.98	     0.00	     0.00	Iterator	CPU-0	(no input)->(tf_resource 1x1)
252	     7.92	     6.00	    47.51	     0.04	126144.40	    96.02	2359290.00	    49.66	L2Loss	GPU-0	(256x512)->(1x1)
253	    47.27	     1.00	    47.27	     0.04	126191.67	    96.05	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(128x1x128)
254	     6.73	     7.00	    47.09	     0.04	126238.76	    96.09	     0.00	     0.00	StridedSlice	GPU-0	(int32 3x1)(int32 1x1)(int32 1x1)(int32 1x1)->(int32 1x1)
255	    46.24	     1.00	    46.24	     0.04	126285.00	    96.12	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(boolean 1x1)
256	   192.25	     0.24	    46.14	     0.04	126331.14	    96.16	     0.00	     0.00	TensorArrayScatterV3	GPU-0	(tf_resource 1x1)(1x1)(int32 49x1)(49x128x128)(1x1)->(1x1)
257	    82.07	     0.56	    45.96	     0.03	126377.10	    96.19	     0.00	     0.00	Shape	GPU-0	(128x39)->(int32 2x1)
258	    44.29	     1.00	    44.29	     0.03	126421.39	    96.23	     0.00	     0.00	NextIteration	GPU-0	(128x128)(int32 1x1)->(128x128)
259	    42.83	     1.00	    42.83	     0.03	126464.22	    96.26	     0.00	     0.00	Reshape	GPU-0	(128x1x128)(int32 2x1)->(128x128)
260	    96.18	     0.44	    42.32	     0.03	126506.54	    96.29	     0.00	     0.00	TensorArrayGatherV3	GPU-0	(tf_resource 1x1)(1x1)(int32 9x1)(1x1)->(9x128x128)
261	    41.97	     1.00	    41.97	     0.03	126548.51	    96.32	     0.00	     0.00	Sum	GPU-0	(128x256)(int32 1x1)(int32 2x1)->(128x256)
262	    41.25	     1.00	    41.25	     0.03	126589.76	    96.36	     0.00	     0.00	Sum	GPU-0	(128x256)(int32 1x1)(int32 1x1)->(128x256)
263	   114.06	     0.36	    41.06	     0.03	126630.82	    96.39	     0.00	     0.00	Shape	GPU-0	(128x50)->(int32 2x1)
264	  4086.00	     0.01	    40.86	     0.03	126671.68	    96.42	     0.00	     0.00	IteratorGetNext	CPU-0	(tf_resource 1x1)->(int32 128x49)(int32 128x46)(int32 128x46)(int32 128x1)(int32 128x1)
265	    40.38	     1.00	    40.38	     0.03	126712.06	    96.45	     0.00	     0.00	Switch	GPU-0	(boolean 128x1)(int32 1x1)(boolean 1x1)->(boolean 128x1)
266	    86.28	     0.46	    39.69	     0.03	126751.75	    96.48	     0.00	     0.00	Select	GPU-0	(boolean 128x29)(128x29)(128x29)->(128x29)
267	   218.06	     0.18	    39.25	     0.03	126791.00	    96.51	     0.00	     0.00	Select	GPU-0	(boolean 128x50)(128x50)(128x50)->(128x50)
268	    23.56	     1.58	    37.23	     0.03	126828.23	    96.54	     0.00	     0.00	Range	GPU-0	(int32 1x1)(int32 1x1)(int32 1x1)->(int32 29x1)
269	    87.29	     0.42	    36.66	     0.03	126864.89	    96.57	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(128x39)->(128x39)
270	   404.56	     0.09	    36.41	     0.03	126901.30	    96.59	     0.00	     0.00	Sum	GPU-0	(128x50)(int32 2x1)(int32 1x1)->(1x1)
271	    33.55	     1.08	    36.23	     0.03	126937.53	    96.62	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(128x19)
272	    11.98	     3.00	    35.94	     0.03	126973.47	    96.65	     0.00	     0.00	ScalarSummary	CPU-0	(string 1x1)(1x1)->(string 1x1)
273	  3551.00	     0.01	    35.51	     0.03	127008.98	    96.67	     0.00	     0.00	MatMul	GPU-0	(2304x17191)(128x17191)->(2304x128)
274	    38.86	     0.90	    34.97	     0.03	127043.95	    96.70	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(232 bytes)
275	    50.36	     0.69	    34.75	     0.03	127078.70	    96.73	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(128x29)
276	   189.28	     0.18	    34.07	     0.03	127112.77	    96.75	     0.00	     0.00	TensorArrayScatterV3	GPU-0	(tf_resource 1x1)(1x1)(int32 50x1)(50x128x128)(1x1)->(1x1)
277	    47.19	     0.72	    33.98	     0.03	127146.75	    96.78	     0.00	     0.00	Select	GPU-0	(boolean 128x19)(128x19)(128x19)->(128x19)
278	   124.70	     0.27	    33.67	     0.03	127180.42	    96.81	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(128x50)->(128x50)
279	    33.64	     1.00	    33.64	     0.03	127214.06	    96.83	     0.00	     0.00	Reshape	GPU-0	(128x128)(int32 3x1)->(128x1x128)
280	   124.33	     0.27	    33.57	     0.03	127247.63	    96.86	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(6400 bytes)
281	    46.57	     0.72	    33.53	     0.03	127281.16	    96.88	     0.00	     0.00	Merge	GPU-0	(128x19x128)(128x19x128)->(128x19x128)(int32 1x1)
282	     8.36	     4.00	    33.45	     0.03	127314.61	    96.91	     0.00	     0.00	ConcatV2	GPU-0	(int32 1x1)(int32 1x1)(int32 1x1)->(int32 2x1)
283	    33.25	     1.00	    33.25	     0.03	127347.86	    96.93	     0.00	     0.00	Reshape	GPU-0	(128x1)(int32 2x1)->(128x1)
284	    22.99	     1.42	    32.65	     0.02	127380.51	    96.96	     0.00	     0.00	TensorArrayGatherV3	GPU-0	(tf_resource 1x1)(1x1)(int32 19x1)(1x1)->(19x128x128)
285	    10.86	     3.00	    32.58	     0.02	127413.09	    96.98	     0.00	     0.00	ApplyGradientDescent	GPU-0	(256x512)(1x1)(int32 1x1)(256x512)->(256x512)
286	   232.57	     0.14	    32.56	     0.02	127445.65	    97.01	     0.00	     0.00	Sum	GPU-0	(128x39)(int32 2x1)(int32 1x1)->(1x1)
287	    35.33	     0.91	    32.15	     0.02	127477.80	    97.03	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(3712 bytes)
288	    32.02	     1.00	    32.02	     0.02	127509.82	    97.06	     0.00	     0.00	NextIteration	GPU-0	(384x512)->(384x512)
289	   111.21	     0.28	    31.14	     0.02	127540.96	    97.08	     0.00	     0.00	Select	GPU-0	(boolean 128x39)(128x39)(128x39)->(128x39)
290	     3.89	     8.00	    31.12	     0.02	127572.08	    97.10	     0.00	     0.00	Const	GPU-0	(no input)->(int32 2x1)
291	    67.39	     0.46	    31.00	     0.02	127603.08	    97.13	     0.00	     0.00	Merge	GPU-0	(128x29x128)(128x29x128)->(128x29x128)(int32 1x1)
292	  3065.00	     0.01	    30.65	     0.02	127633.73	    97.15	     0.00	     0.00	MatMul	GPU-0	(2304x128)(128x17191)->(2304x17191)
293	    42.82	     0.71	    30.40	     0.02	127664.13	    97.17	     0.00	     0.00	Size	GPU-0	(int32 19x128)->(int32 1x1)
294	    30.32	     1.00	    30.32	     0.02	127694.45	    97.20	     0.00	     0.00	Switch	GPU-0	(256x128)(int32 1x1)(boolean 1x1)->(256x128)
295	     1.58	    19.00	    29.96	     0.02	127724.41	    97.22	     0.00	     0.00	Enter	GPU-0	(128x128)->(128x128)
296	    14.88	     2.00	    29.76	     0.02	127754.17	    97.24	     0.00	     0.00	Identity	GPU-0	(128x128)->(128x128)
297	    81.97	     0.36	    29.51	     0.02	127783.68	    97.26	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(boolean 128x19)->(boolean 128x19)
298	   125.83	     0.23	    28.94	     0.02	127812.62	    97.29	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(boolean 128x29)->(boolean 128x29)
299	    28.93	     1.00	    28.93	     0.02	127841.55	    97.31	     0.00	     0.00	Reshape	GPU-0	(1x1)(int32 1x1)->(1x1)
300	     9.62	     3.00	    28.87	     0.02	127870.42	    97.33	     0.00	     0.00	ConcatV2	GPU-0	(int32 2x1)(int32 1x1)(int32 1x1)->(int32 3x1)
301	   102.00	     0.28	    28.56	     0.02	127898.98	    97.35	     0.00	     0.00	Shape	GPU-0	(128x49)->(int32 2x1)
302	   123.87	     0.23	    28.49	     0.02	127927.47	    97.37	     0.00	     0.00	Sum	GPU-0	(128x29)(int32 2x1)(int32 1x1)->(1x1)
303	    78.67	     0.36	    28.32	     0.02	127955.79	    97.40	     0.00	     0.00	Shape	GPU-0	(128x1x19)->(int32 3x1)
304	    14.11	     2.00	    28.22	     0.02	127984.01	    97.42	     0.00	     0.00	MEMCPYDtoD	GPU-0	(Transfer)->(4 bytes)
305	    28.13	     1.00	    28.13	     0.02	128012.14	    97.44	     0.00	     0.00	Switch	CPU-0	(1x1)(int32 1x1)(boolean 1x1)->(1x1)
306	    65.40	     0.42	    27.47	     0.02	128039.61	    97.46	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(128x39)
307	   119.30	     0.23	    27.44	     0.02	128067.05	    97.48	     0.00	     0.00	Sub	GPU-0	(128x29)(128x1)->(128x29)
308	    13.71	     2.00	    27.41	     0.02	128094.46	    97.50	     2.00	     0.00	Less	GPU-0	(int32 1x1)(int32 1x1)->(boolean 1x1)
309	   117.74	     0.23	    27.08	     0.02	128121.54	    97.52	     0.00	     0.00	Shape	GPU-0	(128x1x29)->(int32 3x1)
310	  2650.00	     0.01	    26.50	     0.02	128148.04	    97.54	     0.00	     0.00	MatMul	GPU-0	(2304x128)(2304x17191)->(128x17191)
311	   293.11	     0.09	    26.38	     0.02	128174.42	    97.56	     0.00	     0.00	Fill	GPU-0	(int32 2x1)(1x1)->(128x50)
312	    26.34	     1.00	    26.34	     0.02	128200.76	    97.58	     0.00	     0.00	VariableV2	CPU-0	(no input)->(int32 1x1)
313	    18.48	     1.42	    26.24	     0.02	128227.00	    97.60	     0.00	     0.00	L2Loss	GPU-0	(2432x128)->(1x1)
314	    26.02	     1.00	    26.02	     0.02	128253.02	    97.62	     0.00	     0.00	Switch	GPU-0	(384x512)(int32 1x1)(boolean 1x1)->(384x512)
315	    17.85	     1.43	    25.52	     0.02	128278.54	    97.64	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(2432 bytes)
316	    70.81	     0.36	    25.49	     0.02	128304.03	    97.66	     0.00	     0.00	Sum	GPU-0	(128x19)(int32 2x1)(int32 1x1)->(1x1)
317	    70.00	     0.36	    25.20	     0.02	128329.23	    97.68	     0.00	     0.00	Sub	GPU-0	(128x19)(128x1)->(128x19)
318	    91.59	     0.27	    24.73	     0.02	128353.96	    97.70	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(128x50)
319	    87.29	     0.28	    24.44	     0.02	128378.40	    97.72	     0.00	     0.00	Merge	GPU-0	(128x39x128)(128x39x128)->(128x39x128)(int32 1x1)
320	    27.10	     0.90	    24.39	     0.02	128402.79	    97.74	     0.00	     0.00	L2Loss	GPU-0	(3712x128)->(1x1)
321	     4.07	     6.00	    24.39	     0.02	128427.18	    97.75	    12.00	     0.00	Equal	GPU-0	(int32 2x1)(int32 2x1)->(boolean 2x1)
322	    12.16	     2.00	    24.33	     0.02	128451.51	    97.77	1179646.00	    48.49	L2Loss	GPU-0	(384x512)->(1x1)
323	     8.07	     3.00	    24.22	     0.02	128475.73	    97.79	     0.00	     0.00	Pack	GPU-0	(int32 1x1)(int32 1x1)->(int32 2x1)
324	   165.43	     0.14	    23.16	     0.02	128498.89	    97.81	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(boolean 128x39)->(boolean 128x39)
325	   110.14	     0.21	    23.13	     0.02	128522.02	    97.83	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(128x49)->(128x49)
326	    22.61	     1.00	    22.61	     0.02	128544.63	    97.84	     0.00	     0.00	Assert	CPU-0	(boolean 1x1)(string 1x1)(string 1x1)(string 1x1)(int32 128x1)->(no output info)
327	    31.40	     0.72	    22.61	     0.02	128567.24	    97.86	     0.00	     0.00	MatMul	GPU-0	(2432x128)(128x128)->(2432x128)
328	     7.50	     3.00	    22.50	     0.02	128589.74	    97.88	393216.00	    17.48	Mul	GPU-0	(256x512)(1x1)->(256x512)
329	   155.71	     0.14	    21.80	     0.02	128611.54	    97.89	     0.00	     0.00	Sub	GPU-0	(128x39)(128x1)->(128x39)
330	    46.65	     0.46	    21.46	     0.02	128633.00	    97.91	     0.00	     0.00	MatMul	GPU-0	(3712x128)(128x128)->(3712x128)
331	    82.31	     0.26	    21.40	     0.02	128654.40	    97.93	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(6272 bytes)
332	    21.32	     1.00	    21.32	     0.02	128675.72	    97.94	     0.00	     0.00	Identity	CPU-0	(int32 1x1)->(1x1)
333	   236.11	     0.09	    21.25	     0.02	128696.97	    97.96	     0.00	     0.00	Sub	GPU-0	(128x50)(128x1)->(128x50)
334	  2104.00	     0.01	    21.04	     0.02	128718.01	    97.98	     0.00	     0.00	Mul	GPU-0	(2304x1)(2304x17191)->(2304x17191)
335	     1.50	    14.00	    21.01	     0.02	128739.02	    97.99	     0.00	     0.00	Enter	GPU-0	(1x1)->(1x1)
336	    90.87	     0.23	    20.90	     0.02	128759.92	    98.01	     0.00	     0.00	ZerosLike	GPU-0	(128x29)->(128x29)
337	    20.77	     1.00	    20.77	     0.02	128780.69	    98.02	     0.00	     0.00	NextIteration	GPU-0	(256x128)->(256x128)
338	    88.70	     0.23	    20.40	     0.02	128801.09	    98.04	     0.00	     0.00	Sum	GPU-0	(128x29)(int32 1x1)->(128x1)
339	    70.64	     0.28	    19.78	     0.02	128820.87	    98.05	     0.00	     0.00	MatMul	GPU-0	(4992x128)(128x128)->(4992x128)
340	    40.88	     0.48	    19.62	     0.01	128840.49	    98.07	     0.00	     0.00	TensorArrayGatherV3	GPU-0	(tf_resource 1x1)(1x1)(int32 39x1)(1x1)->(39x128x128)
341	   216.33	     0.09	    19.47	     0.01	128859.96	    98.08	     0.00	     0.00	ZerosLike	GPU-0	(128x50)->(128x50)
342	    84.48	     0.23	    19.43	     0.01	128879.39	    98.10	     0.00	     0.00	Fill	GPU-0	(int32 2x1)(1x1)->(128x29)
343	   138.14	     0.14	    19.34	     0.01	128898.73	    98.11	     0.00	     0.00	Shape	GPU-0	(128x1x39)->(int32 3x1)
344	     9.53	     2.00	    19.05	     0.01	128917.78	    98.13	     0.00	     0.00	GatherV2	CPU-0	(int32 3x1)(int32 2x1)(int32 1x1)->(int32 2x1)
345	     9.52	     2.00	    19.03	     0.01	128936.81	    98.14	     0.00	     0.00	GatherV2	CPU-0	(int32 3x1)(int32 1x1)(int32 1x1)->(int32 1x1)
346	   210.11	     0.09	    18.91	     0.01	128955.72	    98.16	     0.00	     0.00	Sum	GPU-0	(128x50)(int32 1x1)->(128x1)
347	   105.00	     0.18	    18.90	     0.01	128974.62	    98.17	     0.00	     0.00	Merge	GPU-0	(128x50x128)(128x50x128)->(128x50x128)(int32 1x1)
348	     3.12	     6.00	    18.72	     0.01	128993.34	    98.19	     0.00	     0.00	All	GPU-0	(boolean 2x1)(int32 1x1)->(boolean 1x1)
349	    53.43	     0.35	    18.70	     0.01	129012.04	    98.20	     0.00	     0.00	ScatterSub	GPU-0	(17191x128)(int32 2432x1)(2432x128)->(17191x128)
350	   205.11	     0.09	    18.46	     0.01	129030.50	    98.21	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(boolean 128x50)->(boolean 128x50)
